order_book_id,symbol,bond_price,conversion_premium,weighted_score,date,rank
128023.XSHE,亚太转债,95.24,0.1060129032258064,52.92064516129032,2018-01-02,0
128019.XSHE,久立转2,95.5,0.108647711511789,53.18238557558945,2018-01-02,1
128018.XSHE,时达转债,95.4,0.1184827586206898,53.6241379310345,2018-01-02,2
128025.XSHE,特一转债,98.202,0.0935393605292171,53.777968026460854,2018-01-02,3
113503.XSHG,泰晶转债,101.8,0.072890087100788,54.5445043550394,2018-01-02,4
128022.XSHE,众信转债,104.2,0.0505022665457841,54.625113327289206,2018-01-02,5
128021.XSHE,兄弟转债,100.45,0.0962021021021022,55.03510510510511,2018-01-02,6
123002.XSHE,国祯转债,112.122,-0.0117105655634688,55.47547172182656,2018-01-02,7
128014.XSHE,永东转债,105.766,0.0550815992198927,55.63707996099464,2018-01-02,8
110039.XSHG,宝信转债,107.17,0.0551243733333333,56.34121866666666,2018-01-02,9
113016.XSHG,小康转债,100.0,0.1369253583786456,56.846267918932284,2018-01-02,10
128015.XSHE,久其转债,96.2,0.1955491329479768,57.877456647398844,2018-01-02,11
110040.XSHG,生益转债,111.53,0.0464990259740261,58.08995129870131,2018-01-02,12
110034.XSHG,九州转债,110.44,0.05976621761658,58.208310880828996,2018-01-02,13
113009.XSHG,广汽转债,117.2,-0.0002698795180723,58.58650602409639,2018-01-02,14
113011.XSHG,光大转债,105.8,0.117642156862745,58.78210784313725,2018-01-02,15
113012.XSHG,骆驼转债,96.46,0.2126399999999997,58.86199999999998,2018-01-02,16
110033.XSHG,国贸转债,118.08,0.0188881488736532,59.984407443682656,2018-01-02,17
113013.XSHG,国君转债,105.93,0.1424378003203419,60.0868900160171,2018-01-02,18
113502.XSHG,嘉澳转债,96.29,0.2451717941427352,60.40358970713676,2018-01-02,19
128023.XSHE,亚太转债,98.1,0.0872229299363054,53.41114649681526,2018-01-08,0
128026.XSHE,众兴转债,100.401,0.0686380235720762,53.63240117860381,2018-01-08,1
128019.XSHE,久立转2,97.652,0.1211896296296295,54.88548148148148,2018-01-08,2
128018.XSHE,时达转债,96.821,0.1452981113320078,55.67540556660039,2018-01-08,3
128025.XSHE,特一转债,100.488,0.1258222961730449,56.535114808652246,2018-01-08,4
113503.XSHG,泰晶转债,104.76,0.0842980040733196,56.594900203665986,2018-01-08,5
113016.XSHG,小康转债,101.03,0.1357233626588465,57.30116813294232,2018-01-08,6
128022.XSHE,众信转债,107.805,0.0908021838034576,58.44260919017288,2018-01-08,7
123002.XSHE,国祯转债,113.501,0.047395192982456,59.1202596491228,2018-01-08,8
128014.XSHE,永东转债,112.8,0.0596363636363634,59.38181818181817,2018-01-08,9
113009.XSHG,广汽转债,118.53,0.0062258992805754,59.57629496402877,2018-01-08,10
128021.XSHE,兄弟转债,107.201,0.1213829418537709,59.66964709268854,2018-01-08,11
113011.XSHG,光大转债,107.84,0.1254004842615011,60.190024213075056,2018-01-08,12
128015.XSHE,久其转债,98.38,0.2226416184971096,60.32208092485548,2018-01-08,13
113012.XSHG,骆驼转债,98.11,0.228763445692884,60.4931722846442,2018-01-08,14
110039.XSHG,宝信转债,112.03,0.0907562236286918,60.55281118143459,2018-01-08,15
110040.XSHG,生益转债,113.68,0.0754016366612113,60.61008183306057,2018-01-08,16
110034.XSHG,九州转债,113.95,0.1107126315789475,62.510631578947375,2018-01-08,18
113013.XSHG,国君转债,111.07,0.1529362795477902,63.18181397738951,2018-01-08,19
113014.XSHG,林洋转债,116.66,0.103879569892473,63.52397849462365,2018-01-08,20
113017.XSHG,吉视转债,98.08,-0.0058557823129251,48.74721088435374,2018-01-15,0
110041.XSHG,蒙电转债,100.47,0.0115580204778158,50.81290102389079,2018-01-15,1
128026.XSHE,众兴转债,96.633,0.0763485958254268,52.133929791271335,2018-01-15,2
128023.XSHE,亚太转债,94.57,0.1361459148446489,54.092295742232444,2018-01-15,3
128025.XSHE,特一转债,99.25,0.0913718018508438,54.19359009254219,2018-01-15,4
110042.XSHG,航电转债,101.76,0.0795474387527839,54.8573719376392,2018-01-15,5
128019.XSHE,久立转2,95.44,0.1428223175965664,54.86111587982832,2018-01-15,6
113503.XSHG,泰晶转债,100.01,0.1020182567215959,55.105912836079796,2018-01-15,7
128018.XSHE,时达转债,94.918,0.1620619341563785,55.56209670781893,2018-01-15,8
113016.XSHG,小康转债,98.6,0.1529232333502795,56.94616166751397,2018-01-15,9
123002.XSHE,国祯转债,110.434,0.0391464042933811,57.17432021466905,2018-01-15,10
128014.XSHE,永东转债,106.396,0.0917061985957872,57.78330992978936,2018-01-15,11
113009.XSHG,广汽转债,114.94,0.007979190751445,57.86895953757225,2018-01-15,12
128022.XSHE,众信转债,104.145,0.1210962245885767,58.127311229428834,2018-01-15,13
128021.XSHE,兄弟转债,103.2,0.1560690505548707,59.40345252774354,2018-01-15,14
113011.XSHG,光大转债,108.37,0.1094410926365794,59.65705463182897,2018-01-15,15
128015.XSHE,久其转债,97.18,0.2218538011695907,59.68269005847954,2018-01-15,16
110039.XSHG,宝信转债,113.1,0.0857129485179406,60.83564742589703,2018-01-15,17
128024.XSHE,宁行转债,113.003,0.0875875586854457,60.880877934272284,2018-01-15,18
113012.XSHG,骆驼转债,96.5,0.2566043613707163,61.080218068535814,2018-01-15,19
113017.XSHG,吉视转债,101.24,-0.0010092715231789,50.56953642384105,2018-01-22,0
110041.XSHG,蒙电转债,102.38,0.0238,52.379999999999995,2018-01-22,1
128026.XSHE,众兴转债,99.108,0.0904666541705716,54.07733270852858,2018-01-22,2
128025.XSHE,特一转债,101.0,0.076622691292876,54.3311345646438,2018-01-22,3
128023.XSHE,亚太转债,95.81,0.136655,54.73775,2018-01-22,4
128018.XSHE,时达转债,95.511,0.149222345803842,55.2166172901921,2018-01-22,5
128019.XSHE,久立转2,97.111,0.1448155915492959,55.7962795774648,2018-01-22,6
113503.XSHG,泰晶转债,101.0,0.1143768996960486,56.21884498480243,2018-01-22,7
113016.XSHG,小康转债,98.86,0.1672381930184805,57.791909650924026,2018-01-22,8
128014.XSHE,永东转债,105.86,0.1175931888544892,58.80965944272446,2018-01-22,9
128027.XSHE,崇达转债,106.7,0.111188888888889,58.90944444444445,2018-01-22,10
110042.XSHG,航电转债,105.62,0.1221634200743495,58.918171003717475,2018-01-22,11
123002.XSHE,国祯转债,112.45,0.059537841468876,59.2018920734438,2018-01-22,12
128022.XSHE,众信转债,110.9,0.0817614035087717,59.53807017543859,2018-01-22,13
128015.XSHE,久其转债,98.236,0.2103575931232091,59.635879656160455,2018-01-22,14
113009.XSHG,广汽转债,117.71,0.0263384236453201,60.171921182266004,2018-01-22,15
113012.XSHG,骆驼转债,96.4,0.2533499222395024,60.86749611197512,2018-01-22,16
128021.XSHE,兄弟转债,106.601,0.1654272984356198,61.571864921780985,2018-01-22,17
113011.XSHG,光大转债,115.25,0.1087667410714284,63.063337053571416,2018-01-22,19
110034.XSHG,九州转债,112.15,0.1532581898945031,63.73790949472516,2018-01-22,20
113017.XSHG,吉视转债,104.01,0.0229366336633665,53.151831683168325,2018-01-29,0
110041.XSHG,蒙电转债,103.33,0.0298091216216216,53.15545608108108,2018-01-29,1
128026.XSHE,众兴转债,99.61,0.0788020295202951,53.74510147601475,2018-01-29,2
128023.XSHE,亚太转债,96.543,0.1611853917050692,56.330769585253464,2018-01-29,3
128025.XSHE,特一转债,101.43,0.115950980392157,56.51254901960785,2018-01-29,4
113016.XSHG,小康转债,99.37,0.1519707661290324,57.283538306451625,2018-01-29,5
128019.XSHE,久立转2,98.6,0.1623690140845069,57.41845070422534,2018-01-29,6
128018.XSHE,时达转债,96.605,0.1839335736354273,57.49917868177137,2018-01-29,7
128032.XSHE,双环转债,101.666,0.1337504097452937,57.52052048726468,2018-01-29,8
113503.XSHG,泰晶转债,102.3,0.1346324749017895,57.88162374508947,2018-01-29,9
128033.XSHE,迪龙转债,104.0,0.1287804878048779,58.439024390243894,2018-01-29,10
128030.XSHE,天康转债,109.013,0.0796605642256902,58.489528211284515,2018-01-29,11
128015.XSHE,久其转债,100.45,0.1780045454545456,59.12522727272728,2018-01-29,12
123007.XSHE,道氏转债,112.12,0.0635638271086866,59.23819135543433,2018-01-29,13
123004.XSHE,铁汉转债,103.82,0.1485087500000002,59.335437500000005,2018-01-29,14
113009.XSHG,广汽转债,116.6,0.0267761194029849,59.63880597014924,2018-01-29,15
123002.XSHE,国祯转债,115.041,0.0424042377260982,59.640711886304906,2018-01-29,16
128014.XSHE,永东转债,105.925,0.1346730366492146,59.69615183246073,2018-01-29,17
128027.XSHE,崇达转债,106.0,0.1463566433566432,60.31783216783216,2018-01-29,18
128022.XSHE,众信转债,118.37,0.0348069182389936,60.925345911949684,2018-01-29,19
110041.XSHG,蒙电转债,100.61,0.0599982142857145,53.304910714285725,2018-02-05,0
113017.XSHG,吉视转债,100.1,0.0807898550724637,54.08949275362318,2018-02-05,1
123005.XSHE,万信转债,108.62,0.0113694602272727,54.87847301136364,2018-02-05,2
128026.XSHE,众兴转债,96.983,0.1524093319838056,56.11196659919028,2018-02-05,3
128030.XSHE,天康转债,105.951,0.0738277027027025,56.666885135135125,2018-02-05,4
128025.XSHE,特一转债,99.283,0.1605998842592593,57.67149421296297,2018-02-05,5
123007.XSHE,道氏转债,113.122,0.0290232635814888,58.01216317907444,2018-02-05,6
128014.XSHE,永东转债,103.51,0.12950112,58.230056000000005,2018-02-05,7
123002.XSHE,国祯转债,107.602,0.099536707139388,58.777835356969405,2018-02-05,8
128032.XSHE,双环转债,100.05,0.1866943462897526,59.359717314487625,2018-02-05,9
110042.XSHG,航电转债,104.73,0.1538872012336161,60.059360061680806,2018-02-05,10
113009.XSHG,广汽转债,112.41,0.0842817438692098,60.419087193460484,2018-02-05,11
128033.XSHE,迪龙转债,99.45,0.2169179651695692,60.570898258478465,2018-02-05,12
113503.XSHG,泰晶转债,99.99,0.215667894736842,60.778394736842095,2018-02-05,13
113016.XSHG,小康转债,96.86,0.2501571268237934,60.93785634118967,2018-02-05,14
128027.XSHE,崇达转债,103.0,0.1891713325867863,60.958566629339316,2018-02-05,15
128015.XSHE,久其转债,97.337,0.2556473000000001,61.45086500000001,2018-02-05,16
128018.XSHE,时达转债,95.382,0.2782047297297296,61.601236486486485,2018-02-05,17
128019.XSHE,久立转2,97.386,0.2617969349845202,61.78284674922601,2018-02-05,18
128022.XSHE,众信转债,116.0,0.0876222596964586,62.38111298482293,2018-02-05,20
113017.XSHG,吉视转债,99.67,0.0761471014492753,53.642355072463765,2018-02-12,0
123005.XSHE,万信转债,110.28,-0.0131257337883958,54.483713310580214,2018-02-12,1
110041.XSHG,蒙电转债,99.96,0.0962156133828997,54.79078066914498,2018-02-12,2
128030.XSHE,天康转债,103.91,0.081030895334174,56.0065447667087,2018-02-12,3
113503.XSHG,泰晶转债,102.18,0.1114699486301369,56.66349743150685,2018-02-12,4
113018.XSHG,常熟转债,104.97,0.0957773662551439,57.273868312757195,2018-02-12,5
128026.XSHE,众兴转债,94.69,0.2109592592592593,57.89296296296296,2018-02-12,6
128025.XSHE,特一转债,98.704,0.1728357647058822,57.993788235294105,2018-02-12,7
128032.XSHE,双环转债,98.418,0.1983908827085854,59.12854413542927,2018-02-12,8
123002.XSHE,国祯转债,107.33,0.1146215202369198,59.39607601184599,2018-02-12,9
113009.XSHG,广汽转债,109.2,0.0982045454545452,59.51022727272726,2018-02-12,10
128015.XSHE,久其转债,99.41,0.196258395522388,59.5179197761194,2018-02-12,11
128027.XSHE,崇达转债,104.921,0.1528264760213145,60.10182380106573,2018-02-12,12
128018.XSHE,时达转债,94.588,0.2689934611048477,60.74367305524238,2018-02-12,13
128022.XSHE,众信转债,113.502,0.0984701827676239,61.67450913838119,2018-02-12,14
128014.XSHE,永东转债,101.823,0.2190161380924516,61.86230690462258,2018-02-12,15
113016.XSHG,小康转债,96.09,0.2819431554524365,62.14215777262183,2018-02-12,17
110033.XSHG,国贸转债,115.81,0.0854107446808511,62.17553723404256,2018-02-12,18
110039.XSHG,宝信转债,120.93,0.0355759328358209,62.24379664179105,2018-02-12,19
123007.XSHE,道氏转债,111.12,0.1340260045146728,62.26130022573364,2018-02-12,20
113017.XSHG,吉视转债,100.36,0.0758014388489207,53.97007194244603,2018-02-22,0
110041.XSHG,蒙电转债,101.05,0.0879470802919708,54.92235401459854,2018-02-22,1
123005.XSHE,万信转债,111.655,0.0026007191780823,55.95753595890412,2018-02-22,2
128030.XSHE,天康转债,104.708,0.0771084788029925,56.20942394014963,2018-02-22,3
128034.XSHE,江银转债,98.25,0.1642561448900388,57.33780724450194,2018-02-22,4
113503.XSHG,泰晶转债,105.4,0.1012393092105264,57.761965460526326,2018-02-22,5
128032.XSHE,双环转债,98.911,0.1718044352941179,58.045721764705895,2018-02-22,6
113018.XSHG,常熟转债,105.94,0.1028774281805747,58.11387140902873,2018-02-22,7
128025.XSHE,特一转债,99.007,0.1806029515938607,58.53364757969304,2018-02-22,8
128026.XSHE,众兴转债,95.78,0.2156294054054055,58.67147027027028,2018-02-22,9
128015.XSHE,久其转债,101.081,0.1843277929155316,59.75688964577658,2018-02-22,10
128027.XSHE,崇达转债,104.149,0.1612575955299207,60.13737977649603,2018-02-22,11
123002.XSHE,国祯转债,109.28,0.1199470043838284,60.63735021919142,2018-02-22,12
113016.XSHG,小康转债,96.67,0.2505118110236222,60.86059055118111,2018-02-22,13
128018.XSHE,时达转债,95.1,0.2715617977528089,61.12808988764044,2018-02-22,14
128014.XSHE,永东转债,102.548,0.2079056303972364,61.66928151986182,2018-02-22,15
123007.XSHE,道氏转债,119.4,0.0451256534365924,61.95628267182963,2018-02-22,17
113009.XSHG,广汽转债,112.05,0.1205000000000001,62.050000000000004,2018-02-22,18
123004.XSHE,铁汉转债,102.001,0.230567078870497,62.52885394352485,2018-02-22,19
128033.XSHE,迪龙转债,98.4,0.2692173913043479,62.660869565217396,2018-02-22,20
113017.XSHG,吉视转债,101.35,0.0710035460992906,54.225177304964525,2018-02-26,0
110041.XSHG,蒙电转债,101.5,0.0809566787003612,54.79783393501806,2018-02-26,1
123005.XSHE,万信转债,112.4,-0.0110308724832214,55.64845637583893,2018-02-26,2
128034.XSHE,江银转债,98.827,0.1358285069008782,56.20492534504391,2018-02-26,3
128030.XSHE,天康转债,104.799,0.0780445760598504,56.30172880299252,2018-02-26,4
128026.XSHE,众兴转债,96.895,0.1691133607399793,56.90316803699896,2018-02-26,5
113503.XSHG,泰晶转债,106.6,0.0891459589867309,57.75729794933654,2018-02-26,6
128033.XSHE,迪龙转债,100.38,0.1572305699481864,58.05152849740932,2018-02-26,7
128025.XSHE,特一转债,99.8,0.1646216060080878,58.13108030040439,2018-02-26,8
113018.XSHG,常熟转债,107.41,0.092767513368984,58.3433756684492,2018-02-26,9
128032.XSHE,双环转债,100.0,0.1764018691588785,58.820093457943926,2018-02-26,10
128027.XSHE,崇达转债,106.2,0.1172673469387755,58.963367346938774,2018-02-26,11
128015.XSHE,久其转债,103.495,0.1529235751295337,59.39367875647669,2018-02-26,12
123002.XSHE,国祯转债,110.196,0.0869778902953586,59.446894514767926,2018-02-26,13
128022.XSHE,众信转债,119.15,0.0060349278663629,59.87674639331815,2018-02-26,14
123007.XSHE,道氏转债,118.0,0.0188655462184872,59.94327731092436,2018-02-26,15
128018.XSHE,时达转债,95.5,0.2502200220022002,60.26100110011001,2018-02-26,16
128014.XSHE,永东转债,103.6,0.1815250836120401,60.876254180602004,2018-02-26,17
113016.XSHG,小康转债,97.53,0.25387926215763,61.4589631078815,2018-02-26,18
113009.XSHG,广汽转债,113.57,0.0979639508420573,61.68319754210286,2018-02-26,19
113017.XSHG,吉视转债,101.01,0.0636388692579503,53.68694346289752,2018-03-05,0
110041.XSHG,蒙电转债,101.53,0.0735250896057349,54.441254480286744,2018-03-05,1
123005.XSHE,万信转债,114.0,-0.0444117647058823,54.779411764705884,2018-03-05,2
128030.XSHE,天康转债,103.7,0.076132075471698,55.6566037735849,2018-03-05,3
113018.XSHG,常熟转债,104.8,0.0690723860589812,55.853619302949056,2018-03-05,4
128026.XSHE,众兴转债,96.64,0.1530016260162603,55.970081300813014,2018-03-05,5
128032.XSHE,双环转债,100.383,0.1169688508287292,56.03994254143646,2018-03-05,6
128034.XSHE,江银转债,98.051,0.1426808651399489,56.159543256997445,2018-03-05,7
128015.XSHE,久其转债,106.32,0.0706697892271661,56.693489461358304,2018-03-05,8
113503.XSHG,泰晶转债,106.93,0.0651083104664838,56.72041552332419,2018-03-05,9
128027.XSHE,崇达转债,106.5,0.0835674342105263,57.428371710526314,2018-03-05,10
128025.XSHE,特一转债,99.6,0.1529627507163325,57.44813753581662,2018-03-05,11
128022.XSHE,众信转债,117.4,-0.0139818731117825,58.00090634441088,2018-03-05,12
128018.XSHE,时达转债,96.56,0.2006938349007314,58.31469174503657,2018-03-05,13
128033.XSHE,迪龙转债,100.001,0.169013441330998,58.4511720665499,2018-03-05,14
110042.XSHG,航电转债,105.25,0.1207321162444113,58.661605812220564,2018-03-05,15
123002.XSHE,国祯转债,110.0,0.0870831376232974,59.35415688116487,2018-03-05,17
123004.XSHE,铁汉转债,102.601,0.1630616559926807,59.453582799634034,2018-03-05,18
128014.XSHE,永东转债,102.799,0.172389933110368,60.01899665551841,2018-03-05,19
113009.XSHG,广汽转债,109.89,0.1040982024597918,60.14991012298959,2018-03-05,20
113017.XSHG,吉视转债,102.55,0.0429999999999999,53.425,2018-03-12,0
128026.XSHE,众兴转债,96.965,0.1237602171767027,54.67051085883514,2018-03-12,1
128034.XSHE,江银转债,98.061,0.1199984538653367,55.030422693266836,2018-03-12,2
123005.XSHE,万信转债,115.855,-0.0518982209737827,55.33258895131087,2018-03-12,3
128025.XSHE,特一转债,101.35,0.0936271367521366,55.356356837606825,2018-03-12,4
110041.XSHG,蒙电转债,103.72,0.0773732394366197,55.72866197183099,2018-03-12,5
128032.XSHE,双环转债,100.89,0.1103413114754099,55.962065573770495,2018-03-12,6
128030.XSHE,天康转债,104.66,0.0793062499999999,56.295312499999994,2018-03-12,7
113018.XSHG,常熟转债,105.88,0.0686297082228117,56.37148541114058,2018-03-12,8
128033.XSHE,迪龙转债,100.23,0.1263219696969695,56.43109848484848,2018-03-12,9
113503.XSHG,泰晶转债,107.13,0.0708785601888275,57.10892800944137,2018-03-12,10
128014.XSHE,永东转债,107.0,0.0742001962708538,57.21000981354269,2018-03-12,11
110042.XSHG,航电转债,106.37,0.0865098641887061,57.51049320943531,2018-03-12,12
128015.XSHE,久其转债,108.02,0.075199074074074,57.7699537037037,2018-03-12,13
113009.XSHG,广汽转债,111.98,0.0408994310722099,58.0349715536105,2018-03-12,14
128018.XSHE,时达转债,96.65,0.19432502596054,58.04125129802701,2018-03-12,15
128027.XSHE,崇达转债,110.401,0.0571835696594427,58.05967848297213,2018-03-12,16
123004.XSHE,铁汉转债,103.023,0.1356360943060499,58.29330471530249,2018-03-12,17
128023.XSHE,亚太转债,95.011,0.2352613200498133,59.26856600249066,2018-03-12,18
128019.XSHE,久立转2,99.0,0.1957142857142857,59.285714285714285,2018-03-12,19
128032.XSHE,双环转债,104.888,0.020504502415459,53.469225120772954,2018-03-19,0
113017.XSHG,吉视转债,101.7,0.0559790940766549,53.64895470383274,2018-03-19,1
110043.XSHG,无锡转债,96.8,0.1261699346405227,54.708496732026134,2018-03-19,2
128026.XSHE,众兴转债,96.2,0.1431052631578946,55.25526315789473,2018-03-19,3
110041.XSHG,蒙电转债,102.51,0.0838870967741938,55.449354838709695,2018-03-19,4
113503.XSHG,泰晶转债,106.56,0.0511217391304348,55.83608695652174,2018-03-19,5
128025.XSHE,特一转债,102.001,0.0971353567625132,55.857267838125665,2018-03-19,6
113018.XSHG,常熟转债,103.66,0.086573829201102,56.158691460055095,2018-03-19,7
128030.XSHE,天康转债,103.6,0.0874045801526717,56.17022900763358,2018-03-19,8
128034.XSHE,江银转债,95.752,0.1663408510638298,56.19304255319149,2018-03-19,9
128023.XSHE,亚太转债,95.413,0.1915211961722489,57.28255980861244,2018-03-19,10
128014.XSHE,永东转债,104.905,0.0984423234390994,57.37461617195497,2018-03-19,11
128033.XSHE,迪龙转债,100.34,0.1587707612456746,58.108538062283735,2018-03-19,12
123005.XSHE,万信转债,124.588,-0.0818725801011805,58.20037099494097,2018-03-19,13
113016.XSHG,小康转债,100.49,0.1614422110552765,58.31711055276382,2018-03-19,14
128015.XSHE,久其转债,106.598,0.1018543269230769,58.39171634615384,2018-03-19,15
110042.XSHG,航电转债,106.85,0.1048382778581765,58.66691389290882,2018-03-19,16
128018.XSHE,时达转债,96.37,0.2174129511677283,59.05564755838642,2018-03-19,17
113009.XSHG,广汽转债,112.14,0.060486910062333,59.09434550311665,2018-03-19,18
128027.XSHE,崇达转债,109.8,0.0895457170356111,59.377285851780556,2018-03-19,20
128026.XSHE,众兴转债,96.599,0.1064119609756098,53.62009804878049,2018-03-26,0
113017.XSHG,吉视转债,99.11,0.0858374999999997,53.84687499999998,2018-03-26,1
113503.XSHG,泰晶转债,109.59,0.003488972972973,54.96944864864865,2018-03-26,2
128030.XSHE,天康转债,103.06,0.0942664092664093,56.243320463320465,2018-03-26,3
110043.XSHG,无锡转债,94.11,0.1863725212464591,56.373626062322955,2018-03-26,4
110041.XSHG,蒙电转债,101.7,0.1236516853932588,57.03258426966294,2018-03-26,5
113018.XSHG,常熟转债,101.75,0.1287427113702624,57.31213556851312,2018-03-26,6
110042.XSHG,航电转债,112.21,0.0305147172236504,57.630735861182515,2018-03-26,7
123005.XSHE,万信转债,124.422,-0.0902552035694366,57.69823982152817,2018-03-26,8
128032.XSHE,双环转债,102.99,0.1297486928104576,57.982434640522875,2018-03-26,9
128034.XSHE,江银转债,93.153,0.2312864069264071,58.14082034632035,2018-03-26,10
113009.XSHG,广汽转债,107.6,0.0872616555661274,58.16308277830637,2018-03-26,11
113012.XSHG,骆驼转债,104.93,0.1189218009478672,58.411090047393365,2018-03-26,12
128025.XSHE,特一转债,101.0,0.1618451025056948,58.59225512528474,2018-03-26,13
128014.XSHE,永东转债,101.437,0.1672671653543307,59.081858267716534,2018-03-26,14
113016.XSHG,小康转债,99.0,0.1933962264150946,59.16981132075473,2018-03-26,15
113019.XSHG,玲珑转债,103.78,0.1471053240740741,59.24526620370371,2018-03-26,16
113504.XSHG,艾华转债,109.6,0.0957005464480873,59.585027322404365,2018-03-26,18
123002.XSHE,国祯转债,107.097,0.12666044,59.881522,2018-03-26,19
128015.XSHE,久其转债,103.93,0.1627901127493498,60.1045056374675,2018-03-26,20
128036.XSHE,金农转债,100.01,0.0497809935205184,52.494049676025924,2018-04-02,0
128026.XSHE,众兴转债,100.199,0.0521791234347048,52.708456171735236,2018-04-02,1
113017.XSHG,吉视转债,99.7,0.0648960573476702,53.094802867383514,2018-04-02,2
113505.XSHG,杭电转债,104.61,0.034744776119403,54.04223880597015,2018-04-02,3
128030.XSHE,天康转债,103.512,0.0809797468354429,55.80498734177215,2018-04-02,4
128032.XSHE,双环转债,104.821,0.0716217969543149,55.991589847715744,2018-04-02,5
110043.XSHG,无锡转债,94.36,0.1795,56.155,2018-04-02,6
110041.XSHG,蒙电转债,101.78,0.1120407407407409,56.49203703703704,2018-04-02,7
128034.XSHE,江银转债,93.496,0.1994724929971989,56.72162464985994,2018-04-02,8
113018.XSHG,常熟转债,102.55,0.1164599427753934,57.09799713876967,2018-04-02,9
113012.XSHG,骆驼转债,105.36,0.0899310344827586,57.17655172413793,2018-04-02,10
113009.XSHG,广汽转债,108.42,0.0661299999999998,57.51649999999999,2018-04-02,11
128025.XSHE,特一转债,102.0,0.1308452250274423,57.54226125137212,2018-04-02,12
110042.XSHG,航电转债,114.05,0.0198839173967457,58.01919586983728,2018-04-02,13
128014.XSHE,永东转债,104.05,0.1204542105263158,58.04771052631579,2018-04-02,14
113503.XSHG,泰晶转债,114.24,0.0235678420310296,58.29839210155148,2018-04-02,15
113016.XSHG,小康转债,102.1,0.1460712542703757,58.353562713518784,2018-04-02,16
123002.XSHE,国祯转债,108.063,0.0925735319557905,58.66017659778953,2018-04-02,17
128015.XSHE,久其转债,111.44,0.062509977827051,58.84549889135255,2018-04-02,18
113019.XSHG,玲珑转债,103.55,0.1465536231884059,59.10268115942029,2018-04-02,19
128026.XSHE,众兴转债,99.81,0.04809427549195,52.3097137745975,2018-04-09,0
128036.XSHE,金农转债,99.78,0.0576462377317339,52.77231188658669,2018-04-09,1
113017.XSHG,吉视转债,99.52,0.0823708029197078,53.87854014598539,2018-04-09,2
113505.XSHG,杭电转债,105.97,0.0453603518267931,55.253017591339656,2018-04-09,3
128030.XSHE,天康转债,103.401,0.0964758997429304,56.52429498714652,2018-04-09,4
110043.XSHG,无锡转债,94.24,0.1896964539007093,56.604822695035466,2018-04-09,5
128034.XSHE,江银转债,93.18,0.2038488011283499,56.7824400564175,2018-04-09,6
110041.XSHG,蒙电转债,101.56,0.1348560606060607,57.52280303030304,2018-04-09,7
128025.XSHE,特一转债,105.99,0.0934616956077629,57.66808478038814,2018-04-09,8
113012.XSHG,骆驼转债,105.15,0.1072737909516381,57.93868954758191,2018-04-09,9
128023.XSHE,亚太转债,94.973,0.2150957352941174,58.24128676470587,2018-04-09,10
128032.XSHE,双环转债,104.35,0.1226543803418803,58.307719017094016,2018-04-09,11
113503.XSHG,泰晶转债,112.87,0.0383876538740044,58.354382693700224,2018-04-09,13
113018.XSHG,常熟转债,103.02,0.1428311953352768,58.65155976676384,2018-04-09,14
123002.XSHE,国祯转债,107.9,0.0993782082324457,58.918910411622285,2018-04-09,15
113019.XSHG,玲珑转债,104.26,0.1484232987312573,59.55116493656287,2018-04-09,17
128015.XSHE,久其转债,111.121,0.0802267520723438,59.57183760361719,2018-04-09,18
110042.XSHG,航电转债,114.88,0.0429702668360862,59.58851334180431,2018-04-09,19
113009.XSHG,广汽转债,108.9,0.1125714285714285,60.07857142857143,2018-04-09,20
128014.XSHE,永东转债,104.5,0.1619945652173915,60.349728260869576,2018-04-09,21
128036.XSHE,金农转债,97.701,0.0551708000000001,51.60904,2018-04-16,0
113017.XSHG,吉视转债,100.0,0.0456140350877192,52.28070175438596,2018-04-16,1
128026.XSHE,众兴转债,96.712,0.1208281145113523,54.397405725567616,2018-04-16,2
128030.XSHE,天康转债,101.03,0.083871911573472,54.7085955786736,2018-04-16,3
113505.XSHG,杭电转债,102.98,0.0724631428571429,55.11315714285715,2018-04-16,4
110041.XSHG,蒙电转债,100.51,0.1231231060606062,56.41115530303031,2018-04-16,5
110043.XSHG,无锡转债,93.7,0.201628242074928,56.9314121037464,2018-04-16,6
113503.XSHG,泰晶转债,112.78,0.0249427038626608,57.63713519313304,2018-04-16,7
128034.XSHE,江银转债,92.92,0.2246722302158273,57.693611510791364,2018-04-16,8
128025.XSHE,特一转债,104.7,0.1072984293193717,57.71492146596859,2018-04-16,9
113018.XSHG,常熟转债,102.45,0.1348537117903932,57.96768558951966,2018-04-16,10
110042.XSHG,航电转债,111.8,0.0455641361256544,58.17820680628272,2018-04-16,11
128015.XSHE,久其转债,113.001,0.0382570512820514,58.413352564102574,2018-04-16,12
128019.XSHE,久立转2,97.5,0.2018777614138438,58.84388807069219,2018-04-16,13
128032.XSHE,双环转债,103.15,0.1464906181015453,58.89953090507727,2018-04-16,14
123005.XSHE,万信转债,124.701,-0.0684728717948719,58.926856410256406,2018-04-16,15
123009.XSHE,星源转债,118.28,-0.0040140794223827,58.93929602888087,2018-04-16,16
127005.XSHE,长证转债,105.075,0.1327234042553191,59.173670212765956,2018-04-16,17
113012.XSHG,骆驼转债,104.16,0.1450814332247556,59.33407166123778,2018-04-16,19
123002.XSHE,国祯转债,108.22,0.1085437195715677,59.537185978578385,2018-04-16,20
