date,cash,transaction_cost,market_value,total_value
2018-01-02,11431.1771,790.2229,987778.6,999209.7771
2018-01-03,11431.1771,0.0,997119.1,1008550.2771
2018-01-04,11431.1771,0.0,1005380.06,1016811.2371
2018-01-05,11431.1771,0.0,1016315.26,1027746.4371
2018-01-08,6082.0671,93.1636,1022835.04,1028917.1071
2018-01-09,6082.0671,0.0,1015986.22,1022068.2871
2018-01-10,6082.0671,0.0,1011205.54,1017287.6071
2018-01-11,6082.0671,0.0,1014669.95,1020752.0171
2018-01-12,6082.0671,0.0,1012640.51,1018722.5771
2018-01-15,4149.076,185.1989,999453.41,1003602.486
2018-01-16,4149.076,0.0,999989.72,1004138.796
2018-01-17,4149.076,0.0,1001138.71,1005287.786
2018-01-18,4149.076,0.0,1006099.45,1010248.526
2018-01-19,4149.076,0.0,1011826.48,1015975.556
2018-01-22,6969.8795,110.2604,1021353.73,1028323.6095
2018-01-23,6969.8795,0.0,1027110.36,1034080.2395
2018-01-24,6969.8795,0.0,1037156.47,1044126.3495
2018-01-25,6969.8795,0.0,1048767.07,1055736.9495
2018-01-26,6969.8795,0.0,1046504.68,1053474.5595
2018-01-29,8244.7164,226.0248,1031722.21,1039966.9264
2018-01-30,8244.7164,0.0,1027214.82,1035459.5364
2018-01-31,8244.7164,0.0,1019894.02,1028138.7364
2018-02-01,8244.7164,0.0,1004187.72,1012432.4364
2018-02-02,8244.7164,0.0,1006013.65,1014258.3664
2018-02-05,5407.4996,101.3197,1008969.52,1014377.0196
2018-02-06,5407.4996,0.0,996773.96,1002181.4596
2018-02-07,5407.4996,0.0,995688.55,1001096.0496
2018-02-08,5407.4996,0.0,999970.12,1005377.6196
2018-02-09,5407.4996,0.0,985397.04,990804.5396
2018-02-12,2089.4171,185.9684,1003953.69,1006043.1071
2018-02-13,2089.4171,0.0,1008363.38,1010452.7971
2018-02-14,2089.4171,0.0,1009630.19,1011719.6071
2018-02-22,4965.2396,131.2428,1013473.96,1018439.1996
2018-02-23,4965.2396,0.0,1011918.03,1016883.2696
2018-02-26,4924.0537,92.9776,1022011.56,1026935.6137
2018-02-27,4924.0537,0.0,1021003.29,1025927.3437
2018-02-28,4924.0537,0.0,1019088.86,1024012.9137
2018-03-01,4924.0537,0.0,1023735.52,1028659.5737
2018-03-02,4924.0537,0.0,1021228.26,1026152.3137
2018-03-05,5664.6249,102.7681,1020404.75,1026069.3749
2018-03-06,5664.6249,0.0,1018928.2,1024592.8249
2018-03-07,5664.6249,0.0,1018213.7,1023878.3249
2018-03-08,5664.6249,0.0,1019315.68,1024980.3049
2018-03-09,5664.6249,0.0,1025480.54,1031145.1649
2018-03-12,8664.1282,99.5592,1028622.59,1037286.7182
2018-03-13,8664.1282,0.0,1032598.75,1041262.8782
2018-03-14,8664.1282,0.0,1027684.7,1036348.8282
2018-03-15,8664.1282,0.0,1024860.61,1033524.7382
2018-03-16,8664.1282,0.0,1026497.78,1035161.9082
2018-03-19,7892.2074,158.0481,1028272.24,1036164.4474
2018-03-20,7892.2074,0.0,1026605.3,1034497.5074
2018-03-21,7892.2074,0.0,1026303.12,1034195.3274
2018-03-22,7892.2074,0.0,1026237.72,1034129.9274
2018-03-23,7892.2074,0.0,1012518.12,1020410.3274
2018-03-26,6818.3707,195.1054,1019526.96,1026345.3307
2018-03-27,6818.3707,0.0,1028413.1,1035231.4707
2018-03-28,6818.3707,0.0,1025382.96,1032201.3307
2018-03-29,6818.3707,0.0,1024260.52,1031078.8907
2018-03-30,6818.3707,0.0,1030783.88,1037602.2507
2018-04-02,8380.1096,155.2499,1036224.91,1044605.0196
2018-04-03,8380.1096,0.0,1034537.33,1042917.4396
2018-04-04,8380.1096,0.0,1036317.13,1044697.2396
2018-04-09,8863.3959,136.3335,1037221.82,1046085.2159
2018-04-10,8863.3959,0.0,1033364.17,1042227.5659
2018-04-11,8863.3959,0.0,1034689.89,1043553.2859
2018-04-12,8863.3959,0.0,1031877.64,1040741.0359
2018-04-13,8863.3959,0.0,1031034.66,1039898.0559
2018-04-16,6923.9575,226.3921,1029144.91,1036068.8675
2018-04-17,6923.9575,0.0,1026437.04,1033360.9975
2018-04-18,6923.9575,0.0,1031428.79,1038352.7475
2018-04-19,6923.9575,0.0,1032151.73,1039075.6875
2018-04-20,6923.9575,0.0,1027036.28,1033960.2375
2018-04-23,5291.8275,226.907,1014024.09,1019315.9175
2018-04-24,5291.8275,0.0,1026049.42,1031341.2475
2018-04-25,5291.8275,0.0,1023958.98,1029250.8075
2018-04-26,5291.8275,0.0,1021917.19,1027209.0175
2018-04-27,5291.8275,0.0,1020728.98,1026020.8075
2018-05-02,9023.9712,98.3544,1014714.6,1023738.5712
2018-05-03,9023.9712,0.0,1020084.44,1029108.4112
2018-05-04,9023.9712,0.0,1022691.33,1031715.3012
2018-05-07,8977.5322,185.1802,1030232.88,1039210.4122
2018-05-08,8977.5322,0.0,1033855.81,1042833.3422
2018-05-09,8977.5322,0.0,1034710.87,1043688.4022
2018-05-10,8977.5322,0.0,1038970.89,1047948.4222
2018-05-11,8977.5322,0.0,1032032.74,1041010.2722
2018-05-14,5936.9424,145.151,1029724.62,1035661.5624
2018-05-15,5936.9424,0.0,1037425.26,1043362.2024
2018-05-16,5936.9424,0.0,1034013.34,1039950.2824
2018-05-17,5936.9424,0.0,1034802.62,1040739.5624
2018-05-18,5936.9424,0.0,1034482.44,1040419.3824
2018-05-21,3467.2224,156.6441,1041150.59,1044617.8124
2018-05-22,3467.2224,0.0,1044290.69,1047757.9124
2018-05-23,3467.2224,0.0,1039687.42,1043154.6424
2018-05-24,3467.2224,0.0,1039406.42,1042873.6424
2018-05-25,3467.2224,0.0,1033601.8,1037069.0224
2018-05-28,2049.9374,96.645,1025655.54,1027705.4774
2018-05-29,2049.9374,0.0,1018391.86,1020441.7974
2018-05-30,2049.9374,0.0,1002369.87,1004419.8074
2018-05-31,2049.9374,0.0,1007335.16,1009385.0974
2018-06-01,2049.9374,0.0,1006730.56,1008780.4974
2018-06-04,4581.119,180.1912,997230.78,1001811.899
2018-06-05,4581.119,0.0,1008687.93,1013269.049
2018-06-06,4581.119,0.0,1013067.91,1017649.029
2018-06-07,4581.119,0.0,1017645.57,1022226.689
2018-06-08,4581.119,0.0,1011717.61,1016298.729
2018-06-11,4936.5542,123.726,1008989.87,1013926.4242
2018-06-12,4936.5542,0.0,1012195.22,1017131.7742
2018-06-13,4936.5542,0.0,1008154.86,1013091.4142
2018-06-14,4936.5542,0.0,1004322.93,1009259.4842
2018-06-15,4936.5542,0.0,995727.47,1000664.0242
2018-06-19,2957.0756,214.6524,961446.17,964403.2456
2018-06-20,2957.0756,0.0,964473.01,967430.0856
2018-06-21,2957.0756,0.0,957305.29,960262.3656
2018-06-22,2957.0756,0.0,958159.06,961116.1356
2018-06-25,2194.396,169.6573,961544.04,963738.436
2018-06-26,2194.396,0.0,964507.57,966701.966
2018-06-27,2194.396,0.0,962498.4,964692.796
2018-06-28,2194.396,0.0,960946.56,963140.956
2018-06-29,2194.396,0.0,975645.91,977840.306
2018-07-02,4611.8137,149.2869,968150.96,972762.7737
2018-07-03,4611.8137,0.0,974063.45,978675.2637
2018-07-04,4611.8137,0.0,971111.53,975723.3437
2018-07-05,4611.8137,0.0,966282.02,970893.8337
2018-07-06,4611.8137,0.0,967769.08,972380.8937
2018-07-09,3521.7217,92.0398,978723.86,982245.5817
2018-07-10,3521.7217,0.0,979367.42,982889.1417
2018-07-11,3521.7217,0.0,972692.37,976214.0917
2018-07-12,3521.7217,0.0,988490.13,992011.8517
2018-07-13,3521.7217,0.0,989308.12,992829.8417
2018-07-16,2557.1472,138.5486,988621.37,991178.5172
2018-07-17,2557.1472,0.0,995729.21,998286.3572
2018-07-18,2557.1472,0.0,999297.45,1001854.5972
2018-07-19,2557.1472,0.0,1002544.65,1005101.7972
2018-07-20,2557.1472,0.0,1008613.32,1011170.4672
2018-07-23,2385.5677,146.9504,1010498.24,1012883.8077
2018-07-24,2385.5677,0.0,1013287.09,1015672.6577
2018-07-25,2385.5677,0.0,1013180.75,1015566.3177
2018-07-26,2385.5677,0.0,1007527.92,1009913.4877
2018-07-27,2385.5677,0.0,1003371.49,1005757.0577
2018-07-30,149.9241,191.0602,999907.95,1000057.8741
2018-07-31,149.9241,0.0,1000604.57,1000754.4941
2018-08-01,149.9241,0.0,996869.21,997019.1341
2018-08-02,149.9241,0.0,987319.11,987469.0341
2018-08-03,149.9241,0.0,987699.89,987849.8141
2018-08-06,627.33,213.0823,979580.32,980207.65
2018-08-07,627.33,0.0,988693.47,989320.8
2018-08-08,627.33,0.0,981832.37,982459.7
2018-08-09,627.33,0.0,992279.37,992906.7
2018-08-10,627.33,0.0,998538.5,999165.83
2018-08-13,7217.1828,261.1406,993604.44,1000821.6228
2018-08-14,7217.1828,0.0,987695.51,994912.6928
2018-08-15,7217.1828,0.0,980814.39,988031.5728
2018-08-16,7217.1828,0.0,975796.95,983014.1328
2018-08-17,7217.1828,0.0,972444.33,979661.5128
2018-08-20,5846.8324,252.099,972141.24,977988.0724
2018-08-21,5846.8324,0.0,978850.3,984697.1324
2018-08-22,5846.8324,0.0,977574.61,983421.4424
2018-08-23,5846.8324,0.0,980323.11,986169.9424
2018-08-24,5846.8324,0.0,982064.57,987911.4024
2018-08-27,5569.0554,211.8438,988283.24,993852.2954
2018-08-28,5569.0554,0.0,994291.47,999860.5254
2018-08-29,5569.0554,0.0,990273.93,995842.9854
2018-08-30,5569.0554,0.0,985345.07,990914.1254
2018-08-31,5569.0554,0.0,983083.21,988652.2654
2018-09-03,5140.7829,177.4246,980165.25,985306.0329
2018-09-04,5140.7829,0.0,983802.24,988943.0229
2018-09-05,5140.7829,0.0,979708.86,984849.6429
2018-09-06,5140.7829,0.0,978922.6,984063.3829
2018-09-07,5140.7829,0.0,979251.04,984391.8229
2018-09-10,3396.1163,165.2263,975256.34,978652.4563
2018-09-11,3396.1163,0.0,974351.19,977747.3063
2018-09-12,3396.1163,0.0,975010.74,978406.8563
2018-09-13,3396.1163,0.0,977726.89,981123.0063
2018-09-14,3396.1163,0.0,978376.99,981773.1063
2018-09-17,532.2132,165.414,974087.15,974619.3632
2018-09-18,532.2132,0.0,977350.85,977883.0632
2018-09-19,532.2132,0.0,981114.31,981646.5232
2018-09-20,532.2132,0.0,982171.6,982703.8132
2018-09-21,532.2132,0.0,988054.34,988586.5532
2018-09-25,1591.473,83.7895,985867.26,987458.733
2018-09-26,1591.473,0.0,987695.09,989286.563
2018-09-27,1591.473,0.0,979092.44,980683.913
2018-09-28,1591.473,0.0,981805.51,983396.983
2018-10-08,1737.8375,125.031,969768.81,971506.6475
2018-10-09,1737.8375,0.0,969870.1,971607.9375
2018-10-10,1737.8375,0.0,969509.47,971247.3075
2018-10-11,1737.8375,0.0,944006.95,945744.7875
2018-10-12,1737.8375,0.0,946870.8,948608.6375
2018-10-15,1070.042,183.365,943852.76,944922.802
2018-10-16,1070.042,0.0,937436.61,938506.652
2018-10-17,1070.042,0.0,935213.13,936283.172
2018-10-18,1070.042,0.0,925675.31,926745.352
2018-10-19,1070.042,0.0,932323.1,933393.142
2018-10-22,423.548,177.3519,947449.89,947873.438
2018-10-23,423.548,0.0,945321.22,945744.768
2018-10-24,423.548,0.0,949030.05,949453.598
2018-10-25,423.548,0.0,949387.59,949811.138
2018-10-26,423.548,0.0,952758.05,953181.598
2018-10-29,2186.7116,166.9886,946706.4,948893.1116
2018-10-30,2186.7116,0.0,949683.27,951869.9816
2018-10-31,2186.7116,0.0,953660.43,955847.1416
2018-11-01,2186.7116,0.0,958387.69,960574.4016
2018-11-02,2186.7116,0.0,976701.32,978888.0316
2018-11-05,2125.4489,123.6948,979281.58,981407.0289
2018-11-06,2125.4489,0.0,975216.17,977341.6189
2018-11-07,2125.4489,0.0,976237.84,978363.2889
2018-11-08,2125.4489,0.0,974041.52,976166.9689
2018-11-09,2125.4489,0.0,972062.44,974187.8889
2018-11-12,1069.4321,89.0628,981508.17,982577.6021
2018-11-13,1069.4321,0.0,989319.59,990389.0221
2018-11-14,1069.4321,0.0,990155.56,991224.9921
2018-11-15,1069.4321,0.0,1001443.59,1002513.0221
2018-11-16,1069.4321,0.0,1006330.49,1007399.9221
2018-11-19,383.6318,132.7676,1008968.17,1009351.8018
2018-11-20,383.6318,0.0,994403.56,994787.1918
2018-11-21,383.6318,0.0,994397.17,994780.8018
2018-11-22,383.6318,0.0,996438.59,996822.2218
2018-11-23,383.6318,0.0,984068.91,984452.5418
2018-11-26,812.7236,202.0422,983730.04,984542.7636
2018-11-27,812.7236,0.0,986390.21,987202.9336
2018-11-28,812.7236,0.0,994195.57,995008.2936
2018-11-29,812.7236,0.0,986458.81,987271.5336
2018-11-30,812.7236,0.0,986889.36,987702.0836
2018-12-03,4680.1483,198.8994,998677.81,1003357.9583
2018-12-04,4680.1483,0.0,1001150.62,1005830.7683
2018-12-05,4680.1483,0.0,999253.74,1003933.8883
2018-12-06,4680.1483,0.0,992602.68,997282.8283
2018-12-07,4680.1483,0.0,995854.12,1000534.2683
2018-12-10,5446.1897,146.5995,988536.78,993982.9697
2018-12-11,5446.1897,0.0,988976.15,994422.3397
2018-12-12,5446.1897,0.0,988139.51,993585.6997
2018-12-13,5446.1897,0.0,994273.43,999719.6197
2018-12-14,5446.1897,0.0,986613.55,992059.7397
2018-12-17,387.4918,193.1639,989822.53,990210.0218
2018-12-18,387.4918,0.0,984347.5,984734.9918
2018-12-19,387.4918,0.0,982636.84,983024.3318
2018-12-20,387.4918,0.0,981116.34,981503.8318
2018-12-21,387.4918,0.0,978133.0,978520.4918
2018-12-24,5191.4346,139.2802,976740.51,981931.9446
2018-12-25,5191.4346,0.0,972699.7,977891.1346
2018-12-26,5191.4346,0.0,971517.5,976708.9346
2018-12-27,5191.4346,0.0,970847.78,976039.2146
2018-12-28,5191.4346,0.0,969960.47,975151.9046
2019-01-02,6352.9239,216.5708,969452.14,975805.0639
2019-01-03,6352.9239,0.0,970456.45,976809.3739
2019-01-04,6352.9239,0.0,981669.41,988022.3339
2019-01-07,5389.4982,212.9564,1008593.2,1013982.6982
2019-01-08,5389.4982,0.0,1009694.27,1015083.7682
2019-01-09,5389.4982,0.0,1021900.78,1027290.2782
2019-01-10,5389.4982,0.0,1024134.63,1029524.1282
2019-01-11,5389.4982,0.0,1032726.35,1038115.8482
2019-01-14,7119.7169,249.8081,1031373.55,1038493.2669
2019-01-15,7119.7169,0.0,1040902.95,1048022.6669
2019-01-16,7119.7169,0.0,1045288.53,1052408.2469
2019-01-17,7119.7169,0.0,1039820.41,1046940.1269
2019-01-18,7119.7169,0.0,1037147.95,1044267.6669
2019-01-21,9038.1184,267.8813,1037748.12,1046786.2384
2019-01-22,9038.1184,0.0,1033563.06,1042601.1784
2019-01-23,9038.1184,0.0,1034902.17,1043940.2884
2019-01-24,9038.1184,0.0,1039860.29,1048898.4084
2019-01-25,9038.1184,0.0,1044434.52,1053472.6384
2019-01-28,7567.68,233.3995,1038093.46,1045661.14
2019-01-29,7567.68,0.0,1028115.11,1035682.79
2019-01-30,7567.68,0.0,1025114.06,1032681.74
2019-01-31,7567.68,0.0,1022193.31,1029760.99
2019-02-01,7567.68,0.0,1037653.19,1045220.87
2019-02-11,7847.811,229.013,1047790.77,1055638.581
2019-02-12,7847.811,0.0,1053720.09,1061567.901
2019-02-13,7847.811,0.0,1065267.61,1073115.421
2019-02-14,7847.811,0.0,1073775.7,1081623.511
2019-02-15,7847.811,0.0,1076339.86,1084187.671
2019-02-18,6585.377,224.3341,1105898.47,1112483.847
2019-02-19,6585.377,0.0,1108453.57,1115038.947
2019-02-20,6585.377,0.0,1119726.64,1126312.017
2019-02-21,6585.377,0.0,1121281.95,1127867.327
2019-02-22,6585.377,0.0,1131331.63,1137917.007
2019-02-25,4535.5033,174.2175,1157135.31,1161670.8133
2019-02-26,4535.5033,0.0,1166425.59,1170961.0933
2019-02-27,4535.5033,0.0,1166008.82,1170544.3233
2019-02-28,4535.5033,0.0,1169069.49,1173604.9933
2019-03-01,4535.5033,0.0,1176900.84,1181436.3433
2019-03-04,9805.087,230.9229,1184114.45,1193919.537
2019-03-05,9805.087,0.0,1215192.92,1224998.007
2019-03-06,9805.087,0.0,1257481.01,1267286.097
2019-03-07,9805.087,0.0,1279267.0,1289072.087
2019-03-08,9805.087,0.0,1257402.19,1267207.277
2019-03-11,6739.0495,477.082,1295899.79,1302638.8395
2019-03-12,6739.0495,0.0,1312432.16,1319171.2095
2019-03-13,6739.0495,0.0,1292356.62,1299095.6695
2019-03-14,6739.0495,0.0,1263602.24,1270341.2895
2019-03-15,6739.0495,0.0,1278630.48,1285369.5295
2019-03-18,5551.1131,187.4613,1306077.62,1311628.7331
2019-03-19,5551.1131,0.0,1329554.56,1335105.6731
2019-03-20,5551.1131,0.0,1331346.87,1336897.9831
2019-03-21,5551.1131,0.0,1346691.57,1352242.6831
2019-03-22,5551.1131,0.0,1337703.13,1343254.2431
2019-03-25,4826.8963,388.4669,1321941.93,1326768.8263
2019-03-26,4826.8963,0.0,1287228.33,1292055.2263
2019-03-27,4826.8963,0.0,1286937.78,1291764.6763
2019-03-28,4826.8963,0.0,1285645.2,1290472.0963
2019-03-29,4826.8963,0.0,1305077.47,1309904.3663
2019-04-01,6739.9242,238.2736,1330034.27,1336774.1942
2019-04-02,6739.9242,0.0,1338482.34,1345222.2642
2019-04-03,6739.9242,0.0,1347036.8,1353776.7242
2019-04-04,6739.9242,0.0,1365464.94,1372204.8642
2019-04-08,8517.0827,278.7332,1370778.76,1379295.8427
2019-04-09,8517.0827,0.0,1370966.36,1379483.4427
2019-04-10,8517.0827,0.0,1367665.5,1376182.5827
2019-04-11,8517.0827,0.0,1350858.85,1359375.9327
2019-04-12,8517.0827,0.0,1358437.75,1366954.8327
2019-04-15,8903.0824,324.6839,1340402.76,1349305.8424
2019-04-16,8903.0824,0.0,1345813.71,1354716.7924
2019-04-17,8903.0824,0.0,1352568.78,1361471.8624
2019-04-18,8903.0824,0.0,1360758.25,1369661.3324
2019-04-19,8903.0824,0.0,1357679.35,1366582.4324
2019-04-22,10457.0684,279.2723,1369551.32,1380008.3884
2019-04-23,10457.0684,0.0,1350357.56,1360814.6284
2019-04-24,10457.0684,0.0,1344044.53,1354501.5984
2019-04-25,10457.0684,0.0,1348573.92,1359030.9884
2019-04-26,10457.0684,0.0,1352028.82,1362485.8884
2019-04-29,10709.8588,572.187,1321357.83,1332067.6888
2019-04-30,10709.8588,0.0,1329964.87,1340674.7288
2019-05-06,5424.0423,431.4458,1274975.24,1280399.2823
2019-05-07,5424.0423,0.0,1291214.44,1296638.4823
2019-05-08,5424.0423,0.0,1307688.42,1313112.4623
2019-05-09,5424.0423,0.0,1305370.1,1310794.1423
2019-05-10,5424.0423,0.0,1334546.52,1339970.5623
2019-05-13,6425.1671,524.9902,1329686.64,1336111.8071
2019-05-14,6425.1671,0.0,1334758.31,1341183.4771
2019-05-15,6425.1671,0.0,1354640.88,1361066.0471
2019-05-16,6425.1671,0.0,1359862.2,1366287.3671
2019-05-17,6425.1671,0.0,1331493.06,1337918.2271
2019-05-20,6048.1966,489.7764,1321177.23,1327225.4266
2019-05-21,6048.1966,0.0,1329957.78,1336005.9766
2019-05-22,6048.1966,0.0,1329627.07,1335675.2666
2019-05-23,6048.1966,0.0,1321030.31,1327078.5066
2019-05-24,6048.1966,0.0,1321104.89,1327153.0866
2019-05-27,6298.7914,327.6678,1327109.65,1333408.4414
2019-05-28,6298.7914,0.0,1326767.05,1333065.8414
2019-05-29,6298.7914,0.0,1326744.25,1333043.0414
2019-05-30,6298.7914,0.0,1320589.98,1326888.7714
2019-05-31,6298.7914,0.0,1316883.16,1323181.9514
2019-06-03,1051.9434,237.1177,1313334.52,1314386.4634
2019-06-04,1051.9434,0.0,1300285.51,1301337.4534
2019-06-05,1051.9434,0.0,1300972.89,1302024.8334
2019-06-06,1051.9434,0.0,1287904.52,1288956.4634
2019-06-10,229.8682,412.068,1292329.34,1292559.2082
2019-06-11,229.8682,0.0,1323422.69,1323652.5582
2019-06-12,229.8682,0.0,1317962.85,1318192.7182
2019-06-13,229.8682,0.0,1321435.17,1321665.0382
2019-06-14,229.8682,0.0,1311261.83,1311491.6982
2019-06-17,415.9894,520.0641,1309211.07,1309627.0594
2019-06-18,415.9894,0.0,1305900.19,1306316.1794
2019-06-19,415.9894,0.0,1314812.28,1315228.2694
2019-06-20,415.9894,0.0,1334869.64,1335285.6294
2019-06-21,415.9894,0.0,1347617.14,1348033.1294
2019-06-24,10339.9148,458.825,1336094.43,1346434.3448
2019-06-25,10339.9148,0.0,1336311.68,1346651.5948
2019-06-26,10339.9148,0.0,1343049.67,1353389.5848
2019-06-27,10339.9148,0.0,1348472.27,1358812.1848
2019-06-28,10339.9148,0.0,1359699.94,1370039.8548
2019-07-01,12591.6509,354.7398,1401179.18,1413770.8309
2019-07-02,12591.6509,0.0,1407305.75,1419897.4009
2019-07-03,12591.6509,0.0,1410784.64,1423376.2909
2019-07-04,12591.6509,0.0,1416569.79,1429161.4409
2019-07-05,12591.6509,0.0,1406933.22,1419524.8709
2019-07-08,8839.7903,380.611,1396675.81,1405515.6003
2019-07-09,8839.7903,0.0,1397847.55,1406687.3403
2019-07-10,8839.7903,0.0,1397288.27,1406128.0603
2019-07-11,8839.7903,0.0,1397720.45,1406560.2403
2019-07-12,8839.7903,0.0,1400315.11,1409154.9003
2019-07-15,4470.3711,366.4811,1409375.02,1413845.3911
2019-07-16,4470.3711,0.0,1410292.39,1414762.7611
2019-07-17,4470.3711,0.0,1416943.69,1421414.0611
2019-07-18,4470.3711,0.0,1407844.83,1412315.2011
2019-07-19,4470.3711,0.0,1406316.9,1410787.2711
2019-07-22,861.9111,297.9978,1389399.26,1390261.1711
2019-07-23,861.9111,0.0,1396838.47,1397700.3811
2019-07-24,861.9111,0.0,1400510.48,1401372.3911
2019-07-25,861.9111,0.0,1401984.95,1402846.8611
2019-07-26,861.9111,0.0,1406759.79,1407621.7011
2019-07-29,2546.8941,245.308,1409119.01,1411665.9041
2019-07-30,2546.8941,0.0,1419167.88,1421714.7741
2019-07-31,2546.8941,0.0,1418740.37,1421287.2641
2019-08-01,2546.8941,0.0,1415325.16,1417872.0541
2019-08-02,2546.8941,0.0,1409826.69,1412373.5841
2019-08-05,5084.6328,308.1951,1398690.6,1403775.2328
2019-08-06,5084.6328,0.0,1386464.8,1391549.4328
2019-08-07,5084.6328,0.0,1395774.02,1400858.6528
2019-08-08,5084.6328,0.0,1397710.52,1402795.1528
2019-08-09,5084.6328,0.0,1398305.1,1403389.7328
2019-08-12,7018.6013,290.1864,1399322.11,1406340.7113
2019-08-13,7018.6013,0.0,1398908.94,1405927.5413
2019-08-14,7018.6013,0.0,1401833.98,1408852.5813
2019-08-15,7018.6013,0.0,1401637.43,1408656.0313
2019-08-16,7018.6013,0.0,1410564.84,1417583.4413
2019-08-19,4863.6696,283.6426,1432655.55,1437519.2196
2019-08-20,4863.6696,0.0,1441970.8,1446834.4696
2019-08-21,4863.6696,0.0,1440119.92,1444983.5896
2019-08-22,4863.6696,0.0,1440535.31,1445398.9796
2019-08-23,4863.6696,0.0,1445952.51,1450816.1796
2019-08-26,5902.056,184.5728,1437358.75,1443260.806
2019-08-27,5902.056,0.0,1451699.9,1457601.956
2019-08-28,5902.056,0.0,1450620.51,1456522.566
2019-08-29,5902.056,0.0,1455420.51,1461322.566
2019-08-30,5902.056,0.0,1450012.25,1455914.306
2019-09-02,7863.9128,272.7857,1457279.06,1465142.9728
2019-09-03,7863.9128,0.0,1463120.27,1470984.1828
2019-09-04,7863.9128,0.0,1470420.02,1478283.9328
2019-09-05,7863.9128,0.0,1479466.55,1487330.4628
2019-09-06,7863.9128,0.0,1487083.91,1494947.8228
2019-09-09,8609.1371,281.7247,1502485.1,1511094.2371
2019-09-10,8609.1371,0.0,1519598.43,1528207.5671
2019-09-11,8609.1371,0.0,1511575.53,1520184.6671
2019-09-12,8609.1371,0.0,1503479.5,1512088.6371
2019-09-16,7359.892,317.2829,1504122.73,1511482.622
2019-09-17,7359.892,0.0,1482551.97,1489911.862
2019-09-18,7359.892,0.0,1485033.49,1492393.382
2019-09-19,7359.892,0.0,1488156.07,1495515.962
2019-09-20,7359.892,0.0,1498233.38,1505593.272
2019-09-23,11086.6765,400.3136,1503097.02,1514183.6965
2019-09-24,11086.6765,0.0,1499805.45,1510892.1265
2019-09-25,11086.6765,0.0,1490094.19,1501180.8665
2019-09-26,11086.6765,0.0,1482931.11,1494017.7865
2019-09-27,11086.6765,0.0,1487323.19,1498409.8665
2019-09-30,5475.3829,377.6959,1488073.84,1493549.2229
2019-10-08,3572.2104,139.8147,1490997.76,1494569.9704
2019-10-09,3572.2104,0.0,1497429.67,1501001.8804
2019-10-10,3572.2104,0.0,1508146.78,1511718.9904
2019-10-11,3572.2104,0.0,1514534.82,1518107.0304
2019-10-14,11389.706,225.5837,1516098.36,1527488.066
2019-10-15,11389.706,0.0,1510971.72,1522361.426
2019-10-16,11389.706,0.0,1510906.36,1522296.066
2019-10-17,11389.706,0.0,1511940.07,1523329.776
2019-10-18,11389.706,0.0,1507131.14,1518520.846
