date,cash,total_value,market_value,unit_net_value,units,static_unit_net_value
2020-10-23,6540.8702,2432504.3802,2425963.51,2.432504,1000000.0,2.4429
2020-10-26,12429.2663,2482526.7863,2470097.52,2.482527,1000000.0,2.4325
2020-10-27,12429.2663,2481591.5863,2469162.32,2.481592,1000000.0,2.4825
2020-10-28,12429.2663,2482476.0163,2470046.75,2.482476,1000000.0,2.4816
2020-10-29,12429.2663,2478363.1263,2465933.86,2.478363,1000000.0,2.4825
2020-10-30,12429.2663,2442176.7663,2429747.5,2.442177,1000000.0,2.4784
2020-11-02,8053.488,2433040.078,2424986.59,2.43304,1000000.0,2.4422
2020-11-03,8053.488,2451317.538,2443264.05,2.451318,1000000.0,2.433
2020-11-04,8053.488,2452866.168,2444812.68,2.452866,1000000.0,2.4513
2020-11-05,8053.488,2474177.958,2466124.47,2.474178,1000000.0,2.4529
2020-11-06,8053.488,2473128.178,2465074.69,2.473128,1000000.0,2.4742
2020-11-09,6176.6834,2492826.6134,2486649.93,2.492827,1000000.0,2.4731
2020-11-10,6176.6834,2491846.0534,2485669.37,2.491846,1000000.0,2.4928
2020-11-11,6176.6834,2471088.7734,2464912.09,2.471089,1000000.0,2.4918
2020-11-12,6176.6834,2476596.2934,2470419.61,2.476596,1000000.0,2.4711
2020-11-13,6176.6834,2498914.0534,2492737.37,2.498914,1000000.0,2.4766
2020-11-16,9409.8728,2490260.8128,2480850.94,2.490261,1000000.0,2.4989
2020-11-17,9409.8728,2476062.5527,2466652.68,2.476063,1000000.0,2.4903
2020-11-18,9409.8728,2486598.3928,2477188.52,2.486598,1000000.0,2.4761
2020-11-19,9409.8728,2480097.7227,2470687.85,2.480098,1000000.0,2.4866
2020-11-20,9409.8728,2483008.6028,2473598.73,2.483009,1000000.0,2.4801
2020-11-23,3941.9726,2493612.1426,2489670.17,2.493612,1000000.0,2.483
2020-11-24,3941.9726,2504538.9726,2500597.0,2.504539,1000000.0,2.4936
2020-11-25,3941.9726,2516456.7926,2512514.82,2.516457,1000000.0,2.5045
2020-11-26,3941.9726,2497566.8326,2493624.86,2.497567,1000000.0,2.5165
2020-11-27,3941.9726,2495943.8326,2492001.86,2.495944,1000000.0,2.4976
2020-11-30,2743.0162,2492702.8862,2489959.87,2.492703,1000000.0,2.4959
2020-12-01,2743.0162,2509467.0262,2506724.01,2.509467,1000000.0,2.4927
2020-12-02,2743.0162,2542369.5362,2539626.52,2.54237,1000000.0,2.5095
2020-12-03,2743.0162,2512987.4162,2510244.4,2.512987,1000000.0,2.5424
2020-12-04,2743.0162,2500336.4562,2497593.44,2.500336,1000000.0,2.513
2020-12-07,5892.2461,2503549.4861,2497657.24,2.503549,1000000.0,2.5003
2020-12-08,5892.2461,2511764.9261,2505872.68,2.511765,1000000.0,2.5035
2020-12-09,5892.2461,2483313.2561,2477421.01,2.483313,1000000.0,2.5118
2020-12-10,5892.2461,2483312.9661,2477420.72,2.483313,1000000.0,2.4833
2020-12-11,5892.2461,2471242.9861,2465350.74,2.471243,1000000.0,2.4833
2020-12-14,8741.8414,2474743.8914,2466002.05,2.474744,1000000.0,2.4712
2020-12-15,8741.8414,2417861.4614,2409119.62,2.417861,1000000.0,2.4747
2020-12-16,8741.8414,2403677.1214,2394935.28,2.403677,1000000.0,2.4179
2020-12-17,8741.8414,2419705.2114,2410963.37,2.419705,1000000.0,2.4037
2020-12-18,8741.8414,2404812.1514,2396070.31,2.404812,1000000.0,2.4197
2020-12-21,4044.3343,2413295.8343,2409251.5,2.413296,1000000.0,2.4048
2020-12-22,4044.3343,2385208.8343,2381164.5,2.385209,1000000.0,2.4133
2020-12-23,4044.3343,2374478.0643,2370433.73,2.374478,1000000.0,2.3852
2020-12-24,4044.3343,2307047.7243,2303003.39,2.307048,1000000.0,2.3745
2020-12-25,4044.3343,2325880.0243,2321835.69,2.32588,1000000.0,2.307
2020-12-28,5109.1132,2307554.1132,2302445.0,2.307554,1000000.0,2.3259
2020-12-29,5109.1132,2315093.0332,2309983.92,2.315093,1000000.0,2.3076
2020-12-30,5109.1132,2341749.4532,2336640.34,2.341749,1000000.0,2.3151
2020-12-31,5109.1132,2370429.2432,2365320.13,2.370429,1000000.0,2.3417
2021-01-04,2637.0936,2385171.3036,2382534.21,2.385171,1000000.0,2.3704
2021-01-05,2637.0936,2376901.8836,2374264.79,2.376902,1000000.0,2.3852
2021-01-06,2637.0936,2381918.8336,2379281.74,2.381919,1000000.0,2.3769
2021-01-07,2637.0936,2336398.1736,2333761.08,2.336398,1000000.0,2.3819
2021-01-08,2637.0936,2322751.7236,2320114.63,2.322752,1000000.0,2.3364
2021-01-11,1214.628,2288949.698,2287735.07,2.28895,1000000.0,2.3228
2021-01-12,1214.628,2290825.118,2289610.49,2.290825,1000000.0,2.2889
2021-01-13,1214.628,2245775.668,2244561.04,2.245776,1000000.0,2.2908
2021-01-14,1214.628,2270990.858,2269776.23,2.270991,1000000.0,2.2458
2021-01-15,1214.628,2284988.228,2283773.6,2.284988,1000000.0,2.271
2021-01-18,3124.7638,2298347.8238,2295223.06,2.298348,1000000.0,2.285
2021-01-19,3124.7638,2311021.8638,2307897.1,2.311022,1000000.0,2.2983
2021-01-20,3124.7638,2310590.9238,2307466.16,2.310591,1000000.0,2.311
2021-01-21,3124.7638,2310480.6238,2307355.86,2.310481,1000000.0,2.3106
2021-01-22,3124.7638,2301331.8838,2298207.12,2.301332,1000000.0,2.3105
2021-01-25,4108.5242,2279649.5242,2275541.0,2.27965,1000000.0,2.3013
2021-01-26,4108.5242,2268623.0242,2264514.5,2.268623,1000000.0,2.2796
2021-01-27,4108.5242,2255583.9642,2251475.44,2.255584,1000000.0,2.2686
2021-01-28,4108.5242,2240357.5542,2236249.03,2.240358,1000000.0,2.2556
2021-01-29,4108.5242,2208148.6442,2204040.12,2.208149,1000000.0,2.2404
2021-02-01,730.3141,2196070.4541,2195340.14,2.19607,1000000.0,2.2081
2021-02-02,730.3141,2173391.5641,2172661.25,2.173392,1000000.0,2.1961
2021-02-03,730.3141,2170372.9341,2169642.62,2.170373,1000000.0,2.1734
2021-02-04,730.3141,2130087.3241,2129357.01,2.130087,1000000.0,2.1704
2021-02-05,730.3141,2117587.0841,2116856.77,2.117587,1000000.0,2.1301
2021-02-08,4187.3952,2091910.7752,2087723.38,2.091911,1000000.0,2.1176
2021-02-09,4187.3952,2132577.0952,2128389.7,2.132577,1000000.0,2.0919
2021-02-10,4187.3952,2161589.4652,2157402.07,2.161589,1000000.0,2.1326
2021-02-18,3192.7533,2201888.2833,2198695.53,2.201888,1000000.0,2.1616
2021-02-19,3192.7533,2261719.5433,2258526.79,2.26172,1000000.0,2.2019
2021-02-22,5494.718,2300506.818,2295012.1,2.300507,1000000.0,2.2617
2021-02-23,5494.718,2286466.838,2280972.12,2.286467,1000000.0,2.3005
2021-02-24,5494.718,2277880.818,2272386.1,2.277881,1000000.0,2.2865
2021-02-25,5494.718,2265424.218,2259929.5,2.265424,1000000.0,2.2779
2021-02-26,5494.718,2277180.228,2271685.51,2.27718,1000000.0,2.2654
2021-03-01,4598.0307,2297929.6007,2293331.57,2.29793,1000000.0,2.2772
2021-03-02,4598.0307,2300273.2707,2295675.24,2.300273,1000000.0,2.2979
2021-03-03,4598.0307,2326340.9307,2321742.9,2.326341,1000000.0,2.3003
2021-03-04,4598.0307,2327222.1907,2322624.16,2.327222,1000000.0,2.3263
2021-03-05,4598.0307,2372374.5407,2367776.51,2.372375,1000000.0,2.3272
2021-03-08,8060.4177,2375996.4877,2367936.07,2.375996,1000000.0,2.3724
2021-03-09,8060.4177,2355471.0577,2347410.64,2.355471,1000000.0,2.376
2021-03-10,8060.4177,2358136.2177,2350075.8,2.358136,1000000.0,2.3555
2021-03-11,8060.4177,2381158.6377,2373098.22,2.381159,1000000.0,2.3581
2021-03-12,8060.4177,2400122.0077,2392061.59,2.400122,1000000.0,2.3812
2021-03-15,6910.9653,2415156.6553,2408245.69,2.415157,1000000.0,2.4001
2021-03-16,6910.9653,2424688.5953,2417777.63,2.424689,1000000.0,2.4152
2021-03-17,6910.9653,2438012.4753,2431101.51,2.438012,1000000.0,2.4247
2021-03-18,6910.9653,2446250.5153,2439339.55,2.446251,1000000.0,2.438
2021-03-19,6910.9653,2449798.8053,2442887.84,2.449799,1000000.0,2.4463
2021-03-22,2481.8549,2483889.1449,2481407.29,2.483889,1000000.0,2.4498
2021-03-23,2481.8549,2456500.5149,2454018.66,2.456501,1000000.0,2.4839
2021-03-24,2481.8549,2452040.8849,2449559.03,2.452041,1000000.0,2.4565
2021-03-25,2481.8549,2429619.9449,2427138.09,2.42962,1000000.0,2.452
2021-03-26,2481.8549,2447952.4049,2445470.55,2.447952,1000000.0,2.4296
2021-03-29,3488.5031,2444505.6131,2441017.11,2.444506,1000000.0,2.448
2021-03-30,3488.5031,2426969.0031,2423480.5,2.426969,1000000.0,2.4445
2021-03-31,3488.5031,2416997.6531,2413509.15,2.416998,1000000.0,2.427
2021-04-01,3488.5031,2438884.1631,2435395.66,2.438884,1000000.0,2.417
2021-04-02,3488.5031,2428578.6231,2425090.12,2.428579,1000000.0,2.4389
2021-04-06,3547.519,2460384.669,2456837.15,2.460385,1000000.0,2.4286
2021-04-07,3547.519,2479686.639,2476139.12,2.479687,1000000.0,2.4604
2021-04-08,3547.519,2492852.579,2489305.06,2.492853,1000000.0,2.4797
2021-04-09,3547.519,2516181.619,2512634.1,2.516182,1000000.0,2.4929
2021-04-12,5217.3093,2499585.9393,2494368.63,2.499586,1000000.0,2.5162
2021-04-13,5217.3093,2474153.0393,2468935.73,2.474153,1000000.0,2.4996
2021-04-14,5217.3093,2490925.3093,2485708.0,2.490925,1000000.0,2.4742
2021-04-15,5217.3093,2484925.7393,2479708.43,2.484926,1000000.0,2.4909
2021-04-16,5217.3093,2510725.6693,2505508.36,2.510726,1000000.0,2.4849
2021-04-19,3829.3987,2533222.5787,2529393.18,2.533223,1000000.0,2.5107
2021-04-20,3829.3987,2545988.3487,2542158.95,2.545988,1000000.0,2.5332
2021-04-21,3829.3987,2541332.6187,2537503.22,2.541333,1000000.0,2.546
2021-04-22,3829.3987,2547257.6487,2543428.25,2.547258,1000000.0,2.5413
2021-04-23,3829.3987,2547347.2087,2543517.81,2.547347,1000000.0,2.5473
2021-04-26,2484.1269,2555462.4169,2552978.29,2.555462,1000000.0,2.5473
2021-04-27,2484.1269,2539028.6069,2536544.48,2.539029,1000000.0,2.5555
2021-04-28,2484.1269,2543131.0069,2540646.88,2.543131,1000000.0,2.539
2021-04-29,2484.1269,2542347.4569,2539863.33,2.542347,1000000.0,2.5431
2021-04-30,2484.1269,2541245.3769,2538761.25,2.541245,1000000.0,2.5423
2021-05-06,603.4648,2555738.2048,2555134.74,2.555738,1000000.0,2.5412
2021-05-07,603.4648,2563759.7348,2563156.27,2.56376,1000000.0,2.5557
2021-05-10,3418.297,2568106.807,2564688.51,2.568107,1000000.0,2.5638
2021-05-11,3418.297,2575180.267,2571761.97,2.57518,1000000.0,2.5681
2021-05-12,3418.297,2589748.527,2586330.23,2.589749,1000000.0,2.5752
2021-05-13,3418.297,2586747.217,2583328.92,2.586747,1000000.0,2.5897
2021-05-14,3418.297,2595030.397,2591612.1,2.59503,1000000.0,2.5867
2021-05-17,2369.1992,2564632.6192,2562263.42,2.564633,1000000.0,2.595
2021-05-18,2369.1992,2584867.9392,2582498.74,2.584868,1000000.0,2.5646
2021-05-19,2369.1992,2589135.8192,2586766.62,2.589136,1000000.0,2.5849
2021-05-20,2369.1992,2589847.1292,2587477.93,2.589847,1000000.0,2.5891
2021-05-21,2369.1992,2601037.0592,2598667.86,2.601037,1000000.0,2.5898
2021-05-24,3421.4485,2608259.8985,2604838.45,2.60826,1000000.0,2.601
2021-05-25,3421.4485,2622267.3885,2618845.94,2.622267,1000000.0,2.6083
2021-05-26,3421.4485,2637656.0285,2634234.58,2.637656,1000000.0,2.6223
2021-05-27,3421.4485,2656576.0285,2653154.58,2.656576,1000000.0,2.6377
2021-05-28,3421.4485,2647413.1885,2643991.74,2.647413,1000000.0,2.6566
2021-05-31,6264.6586,2665248.1286,2658983.47,2.665248,1000000.0,2.6474
2021-06-01,6264.6586,2673221.3786,2666956.72,2.673221,1000000.0,2.6652
2021-06-02,6264.6586,2675065.4486,2668800.79,2.675065,1000000.0,2.6732
2021-06-03,6264.6586,2678295.4286,2672030.77,2.678295,1000000.0,2.6751
2021-06-04,6264.6586,2688626.9186,2682362.26,2.688627,1000000.0,2.6783
2021-06-07,6676.902,2677242.382,2670565.48,2.677242,1000000.0,2.6886
2021-06-08,6676.902,2663829.452,2657152.55,2.663829,1000000.0,2.6772
2021-06-09,6676.902,2667607.512,2660930.61,2.667608,1000000.0,2.6638
2021-06-10,6676.902,2672237.102,2665560.2,2.672237,1000000.0,2.6676
2021-06-11,6676.902,2677177.942,2670501.04,2.677178,1000000.0,2.6722
2021-06-15,443.8201,2650115.1101,2649671.29,2.650115,1000000.0,2.6772
2021-06-16,443.8201,2653330.3501,2652886.53,2.65333,1000000.0,2.6501
2021-06-17,443.8201,2651602.5801,2651158.76,2.651603,1000000.0,2.6533
2021-06-18,443.8201,2640791.1001,2640347.28,2.640791,1000000.0,2.6516
2021-06-21,8441.9721,2671771.3821,2663329.41,2.671771,1000000.0,2.6408
2021-06-22,8441.9721,2693045.5721,2684603.6,2.693046,1000000.0,2.6718
2021-06-23,8441.9721,2703868.9921,2695427.02,2.703869,1000000.0,2.693
2021-06-24,8441.9721,2718653.6021,2710211.63,2.718654,1000000.0,2.7039
2021-06-25,8441.9721,2728643.9421,2720201.97,2.728644,1000000.0,2.7187
2021-06-28,4600.2635,2728009.3835,2723409.12,2.728009,1000000.0,2.7286
2021-06-29,4600.2635,2712320.0235,2707719.76,2.71232,1000000.0,2.728
2021-06-30,4600.2635,2714631.3935,2710031.13,2.714631,1000000.0,2.7123
2021-07-01,4600.2635,2697360.7635,2692760.5,2.697361,1000000.0,2.7146
2021-07-02,4600.2635,2686897.4335,2682297.17,2.686897,1000000.0,2.6974
2021-07-05,9122.9516,2710939.9016,2701816.95,2.71094,1000000.0,2.6869
2021-07-06,9122.9516,2717069.1516,2707946.2,2.717069,1000000.0,2.7109
2021-07-07,9122.9516,2727774.4316,2718651.48,2.727774,1000000.0,2.7171
2021-07-08,9122.9516,2740838.4016,2731715.45,2.740838,1000000.0,2.7278
2021-07-09,9122.9516,2758804.4716,2749681.52,2.758804,1000000.0,2.7408
2021-07-12,9919.3789,2786166.9689,2776247.59,2.786167,1000000.0,2.7588
2021-07-13,9919.3789,2802503.8089,2792584.43,2.802504,1000000.0,2.7862
2021-07-14,9919.3789,2790573.0089,2780653.63,2.790573,1000000.0,2.8025
2021-07-15,9919.3789,2795477.9289,2785558.55,2.795478,1000000.0,2.7906
2021-07-16,9919.3789,2808129.6289,2798210.25,2.80813,1000000.0,2.7955
2021-07-19,4894.8523,2807018.6223,2802123.77,2.807019,1000000.0,2.8081
2021-07-20,4894.8523,2807911.5823,2803016.73,2.807912,1000000.0,2.807
2021-07-21,4894.8523,2820145.4823,2815250.63,2.820145,1000000.0,2.8079
2021-07-22,4894.8523,2846196.1623,2841301.31,2.846196,1000000.0,2.8201
2021-07-23,4894.8523,2875303.1523,2870408.3,2.875303,1000000.0,2.8462
2021-07-26,9174.7665,2837667.5365,2828492.77,2.837668,1000000.0,2.8753
2021-07-27,9174.7665,2792019.9765,2782845.21,2.79202,1000000.0,2.8377
2021-07-28,9174.7665,2766797.2365,2757622.47,2.766797,1000000.0,2.792
2021-07-29,9174.7665,2794518.6165,2785343.85,2.794519,1000000.0,2.7668
2021-07-30,9174.7665,2829769.1565,2820594.39,2.829769,1000000.0,2.7945
2021-08-02,7087.4727,2882115.9127,2875028.44,2.882116,1000000.0,2.8298
2021-08-03,7087.4727,2886330.7627,2879243.29,2.886331,1000000.0,2.8821
2021-08-04,7087.4727,2908525.3427,2901437.87,2.908525,1000000.0,2.8863
2021-08-05,7087.4727,2916593.9827,2909506.51,2.916594,1000000.0,2.9085
2021-08-06,7087.4727,2927904.2527,2920816.78,2.927904,1000000.0,2.9166
2021-08-09,8186.7824,2944151.8524,2935965.07,2.944152,1000000.0,2.9279
2021-08-10,8186.7824,2953014.5524,2944827.77,2.953015,1000000.0,2.9442
2021-08-11,8186.7824,2982047.6024,2973860.82,2.982048,1000000.0,2.953
2021-08-12,8186.7824,2981918.2724,2973731.49,2.981918,1000000.0,2.982
2021-08-13,8186.7824,2988525.7724,2980338.99,2.988526,1000000.0,2.9819
2021-08-16,7615.6579,3003087.7179,2995472.06,3.003088,1000000.0,2.9885
2021-08-17,7615.6579,2979783.7979,2972168.14,2.979784,1000000.0,3.0031
2021-08-18,7615.6579,2992994.0879,2985378.43,2.992994,1000000.0,2.9798
2021-08-19,7615.6579,2989028.3479,2981412.69,2.989028,1000000.0,2.993
2021-08-20,7615.6579,2980017.4979,2972401.84,2.980017,1000000.0,2.989
2021-08-23,4328.4251,2997445.2551,2993116.83,2.997445,1000000.0,2.98
2021-08-24,4328.4251,3002577.1951,2998248.77,3.002577,1000000.0,2.9974
2021-08-25,4328.4251,3035748.2451,3031419.82,3.035748,1000000.0,3.0026
2021-08-26,4328.4251,3042731.7051,3038403.28,3.042732,1000000.0,3.0357
2021-08-27,4328.4251,3046812.2551,3042483.83,3.046812,1000000.0,3.0427
2021-08-30,3290.0952,3056296.6252,3053006.53,3.056297,1000000.0,3.0468
2021-08-31,3290.0952,3078265.5752,3074975.48,3.078266,1000000.0,3.0563
2021-09-01,3290.0952,3094863.8252,3091573.73,3.094864,1000000.0,3.0783
2021-09-02,3290.0952,3138993.4652,3135703.37,3.138993,1000000.0,3.0949
2021-09-03,3290.0952,3148172.7452,3144882.65,3.148173,1000000.0,3.139
2021-09-06,4068.2253,3161708.8853,3157640.66,3.161709,1000000.0,3.1482
2021-09-07,4068.2253,3202492.1453,3198423.92,3.202492,1000000.0,3.1617
2021-09-08,4068.2253,3236931.8153,3232863.59,3.236932,1000000.0,3.2025
2021-09-09,4068.2253,3235967.3053,3231899.08,3.235967,1000000.0,3.2369
2021-09-10,4068.2253,3214358.7753,3210290.55,3.214359,1000000.0,3.236
2021-09-13,7413.8313,3227705.5813,3220291.75,3.227706,1000000.0,3.2144
2021-09-14,7413.8313,3175983.7813,3168569.95,3.175984,1000000.0,3.2277
2021-09-15,7413.8313,3162633.2613,3155219.43,3.162633,1000000.0,3.176
2021-09-16,7413.8313,3123195.9613,3115782.13,3.123196,1000000.0,3.1626
2021-09-17,7413.8313,3103243.9013,3095830.07,3.103244,1000000.0,3.1232
2021-09-22,5073.7198,3108214.5798,3103140.86,3.108215,1000000.0,3.1032
2021-09-23,5073.7198,3176620.0598,3171546.34,3.17662,1000000.0,3.1082
2021-09-24,5073.7198,3149155.5698,3144081.85,3.149156,1000000.0,3.1766
