date,cash,total_value,market_value,unit_net_value,units,static_unit_net_value
2018-01-02,11431.1771,999209.7771,987778.6,0.99921,1000000.0,1.0
2018-01-03,11431.1771,1008550.2771,997119.1,1.00855,1000000.0,0.9992
2018-01-04,11431.1771,1016811.2371,1005380.06,1.016811,1000000.0,1.0086
2018-01-05,11431.1771,1027746.4371,1016315.26,1.027746,1000000.0,1.0168
2018-01-08,6082.0671,1028917.1071,1022835.04,1.028917,1000000.0,1.0277
2018-01-09,6082.0671,1022068.2871,1015986.22,1.022068,1000000.0,1.0289
2018-01-10,6082.0671,1017287.6071,1011205.54,1.017288,1000000.0,1.0221
2018-01-11,6082.0671,1020752.0171,1014669.95,1.020752,1000000.0,1.0173
2018-01-12,6082.0671,1018722.5771,1012640.51,1.018723,1000000.0,1.0208
2018-01-15,4149.076,1003602.486,999453.41,1.003602,1000000.0,1.0187
2018-01-16,4149.076,1004138.796,999989.72,1.004139,1000000.0,1.0036
2018-01-17,4149.076,1005287.786,1001138.71,1.005288,1000000.0,1.0041
2018-01-18,4149.076,1010248.526,1006099.45,1.010249,1000000.0,1.0053
2018-01-19,4149.076,1015975.556,1011826.48,1.015976,1000000.0,1.0102
2018-01-22,6969.8795,1028323.6095,1021353.73,1.028324,1000000.0,1.016
2018-01-23,6969.8795,1034080.2395,1027110.36,1.03408,1000000.0,1.0283
2018-01-24,6969.8795,1044126.3495,1037156.47,1.044126,1000000.0,1.0341
2018-01-25,6969.8795,1055736.9495,1048767.07,1.055737,1000000.0,1.0441
2018-01-26,6969.8795,1053474.5595,1046504.68,1.053475,1000000.0,1.0557
2018-01-29,8244.7164,1039966.9264,1031722.21,1.039967,1000000.0,1.0535
2018-01-30,8244.7164,1035459.5364,1027214.82,1.03546,1000000.0,1.04
2018-01-31,8244.7164,1028138.7364,1019894.02,1.028139,1000000.0,1.0355
2018-02-01,8244.7164,1012432.4364,1004187.72,1.012432,1000000.0,1.0281
2018-02-02,8244.7164,1014258.3664,1006013.65,1.014258,1000000.0,1.0124
2018-02-05,5407.4996,1014377.0196,1008969.52,1.014377,1000000.0,1.0143
2018-02-06,5407.4996,1002181.4596,996773.96,1.002181,1000000.0,1.0144
2018-02-07,5407.4996,1001096.0496,995688.55,1.001096,1000000.0,1.0022
2018-02-08,5407.4996,1005377.6196,999970.12,1.005378,1000000.0,1.0011
2018-02-09,5407.4996,990804.5396,985397.04,0.990805,1000000.0,1.0054
2018-02-12,2089.4171,1006043.1071,1003953.69,1.006043,1000000.0,0.9908
2018-02-13,2089.4171,1010452.7971,1008363.38,1.010453,1000000.0,1.006
2018-02-14,2089.4171,1011719.6071,1009630.19,1.01172,1000000.0,1.0105
2018-02-22,4965.2396,1018439.1996,1013473.96,1.018439,1000000.0,1.0117
2018-02-23,4965.2396,1016883.2696,1011918.03,1.016883,1000000.0,1.0184
2018-02-26,4924.0537,1026935.6137,1022011.56,1.026936,1000000.0,1.0169
2018-02-27,4924.0537,1025927.3437,1021003.29,1.025927,1000000.0,1.0269
2018-02-28,4924.0537,1024012.9137,1019088.86,1.024013,1000000.0,1.0259
2018-03-01,4924.0537,1028659.5737,1023735.52,1.02866,1000000.0,1.024
2018-03-02,4924.0537,1026152.3137,1021228.26,1.026152,1000000.0,1.0287
2018-03-05,5664.6249,1026069.3749,1020404.75,1.026069,1000000.0,1.0262
2018-03-06,5664.6249,1024592.8249,1018928.2,1.024593,1000000.0,1.0261
2018-03-07,5664.6249,1023878.3249,1018213.7,1.023878,1000000.0,1.0246
2018-03-08,5664.6249,1024980.3049,1019315.68,1.02498,1000000.0,1.0239
2018-03-09,5664.6249,1031145.1649,1025480.54,1.031145,1000000.0,1.025
2018-03-12,8664.1282,1037286.7182,1028622.59,1.037287,1000000.0,1.0311
2018-03-13,8664.1282,1041262.8782,1032598.75,1.041263,1000000.0,1.0373
2018-03-14,8664.1282,1036348.8282,1027684.7,1.036349,1000000.0,1.0413
2018-03-15,8664.1282,1033524.7382,1024860.61,1.033525,1000000.0,1.0363
2018-03-16,8664.1282,1035161.9082,1026497.78,1.035162,1000000.0,1.0335
2018-03-19,7892.2074,1036164.4474,1028272.24,1.036164,1000000.0,1.0352
2018-03-20,7892.2074,1034497.5074,1026605.3,1.034498,1000000.0,1.0362
2018-03-21,7892.2074,1034195.3274,1026303.12,1.034195,1000000.0,1.0345
2018-03-22,7892.2074,1034129.9274,1026237.72,1.03413,1000000.0,1.0342
2018-03-23,7892.2074,1020410.3274,1012518.12,1.02041,1000000.0,1.0341
2018-03-26,6818.3707,1026345.3307,1019526.96,1.026345,1000000.0,1.0204
2018-03-27,6818.3707,1035231.4707,1028413.1,1.035231,1000000.0,1.0263
2018-03-28,6818.3707,1032201.3307,1025382.96,1.032201,1000000.0,1.0352
2018-03-29,6818.3707,1031078.8907,1024260.52,1.031079,1000000.0,1.0322
2018-03-30,6818.3707,1037602.2507,1030783.88,1.037602,1000000.0,1.0311
2018-04-02,8380.1096,1044605.0196,1036224.91,1.044605,1000000.0,1.0376
2018-04-03,8380.1096,1042917.4396,1034537.33,1.042917,1000000.0,1.0446
2018-04-04,8380.1096,1044697.2396,1036317.13,1.044697,1000000.0,1.0429
2018-04-09,8863.3959,1046085.2159,1037221.82,1.046085,1000000.0,1.0447
2018-04-10,8863.3959,1042227.5659,1033364.17,1.042228,1000000.0,1.0461
2018-04-11,8863.3959,1043553.2859,1034689.89,1.043553,1000000.0,1.0422
2018-04-12,8863.3959,1040741.0359,1031877.64,1.040741,1000000.0,1.0436
2018-04-13,8863.3959,1039898.0559,1031034.66,1.039898,1000000.0,1.0407
2018-04-16,6923.9575,1036068.8675,1029144.91,1.036069,1000000.0,1.0399
2018-04-17,6923.9575,1033360.9975,1026437.04,1.033361,1000000.0,1.0361
2018-04-18,6923.9575,1038352.7475,1031428.79,1.038353,1000000.0,1.0334
2018-04-19,6923.9575,1039075.6875,1032151.73,1.039076,1000000.0,1.0384
2018-04-20,6923.9575,1033960.2375,1027036.28,1.03396,1000000.0,1.0391
2018-04-23,5291.8275,1019315.9175,1014024.09,1.019316,1000000.0,1.034
2018-04-24,5291.8275,1031341.2475,1026049.42,1.031341,1000000.0,1.0193
2018-04-25,5291.8275,1029250.8075,1023958.98,1.029251,1000000.0,1.0313
2018-04-26,5291.8275,1027209.0175,1021917.19,1.027209,1000000.0,1.0293
2018-04-27,5291.8275,1026020.8075,1020728.98,1.026021,1000000.0,1.0272
2018-05-02,9023.9712,1023738.5712,1014714.6,1.023739,1000000.0,1.026
2018-05-03,9023.9712,1029108.4112,1020084.44,1.029108,1000000.0,1.0237
2018-05-04,9023.9712,1031715.3012,1022691.33,1.031715,1000000.0,1.0291
2018-05-07,8977.5322,1039210.4122,1030232.88,1.03921,1000000.0,1.0317
2018-05-08,8977.5322,1042833.3422,1033855.81,1.042833,1000000.0,1.0392
2018-05-09,8977.5322,1043688.4022,1034710.87,1.043688,1000000.0,1.0428
2018-05-10,8977.5322,1047948.4222,1038970.89,1.047948,1000000.0,1.0437
2018-05-11,8977.5322,1041010.2722,1032032.74,1.04101,1000000.0,1.0479
2018-05-14,5936.9424,1035661.5624,1029724.62,1.035662,1000000.0,1.041
2018-05-15,5936.9424,1043362.2024,1037425.26,1.043362,1000000.0,1.0357
2018-05-16,5936.9424,1039950.2824,1034013.34,1.03995,1000000.0,1.0434
2018-05-17,5936.9424,1040739.5624,1034802.62,1.04074,1000000.0,1.04
2018-05-18,5936.9424,1040419.3824,1034482.44,1.040419,1000000.0,1.0407
2018-05-21,3467.2224,1044617.8124,1041150.59,1.044618,1000000.0,1.0404
2018-05-22,3467.2224,1047757.9124,1044290.69,1.047758,1000000.0,1.0446
2018-05-23,3467.2224,1043154.6424,1039687.42,1.043155,1000000.0,1.0478
2018-05-24,3467.2224,1042873.6424,1039406.42,1.042874,1000000.0,1.0432
2018-05-25,3467.2224,1037069.0224,1033601.8,1.037069,1000000.0,1.0429
2018-05-28,2049.9374,1027705.4774,1025655.54,1.027705,1000000.0,1.0371
2018-05-29,2049.9374,1020441.7974,1018391.86,1.020442,1000000.0,1.0277
2018-05-30,2049.9374,1004419.8074,1002369.87,1.00442,1000000.0,1.0204
2018-05-31,2049.9374,1009385.0974,1007335.16,1.009385,1000000.0,1.0044
2018-06-01,2049.9374,1008780.4974,1006730.56,1.00878,1000000.0,1.0094
2018-06-04,4581.119,1001811.899,997230.78,1.001812,1000000.0,1.0088
2018-06-05,4581.119,1013269.049,1008687.93,1.013269,1000000.0,1.0018
2018-06-06,4581.119,1017649.029,1013067.91,1.017649,1000000.0,1.0133
2018-06-07,4581.119,1022226.689,1017645.57,1.022227,1000000.0,1.0176
2018-06-08,4581.119,1016298.729,1011717.61,1.016299,1000000.0,1.0222
2018-06-11,4936.5542,1013926.4242,1008989.87,1.013926,1000000.0,1.0163
2018-06-12,4936.5542,1017131.7742,1012195.22,1.017132,1000000.0,1.0139
2018-06-13,4936.5542,1013091.4142,1008154.86,1.013091,1000000.0,1.0171
2018-06-14,4936.5542,1009259.4842,1004322.93,1.009259,1000000.0,1.0131
2018-06-15,4936.5542,1000664.0242,995727.47,1.000664,1000000.0,1.0093
2018-06-19,2957.0756,964403.2456,961446.17,0.964403,1000000.0,1.0007
2018-06-20,2957.0756,967430.0856,964473.01,0.96743,1000000.0,0.9644
2018-06-21,2957.0756,960262.3656,957305.29,0.960262,1000000.0,0.9674
2018-06-22,2957.0756,961116.1356,958159.06,0.961116,1000000.0,0.9603
2018-06-25,2194.396,963738.436,961544.04,0.963738,1000000.0,0.9611
2018-06-26,2194.396,966701.966,964507.57,0.966702,1000000.0,0.9637
2018-06-27,2194.396,964692.796,962498.4,0.964693,1000000.0,0.9667
2018-06-28,2194.396,963140.956,960946.56,0.963141,1000000.0,0.9647
2018-06-29,2194.396,977840.306,975645.91,0.97784,1000000.0,0.9631
2018-07-02,4611.8137,972762.7737,968150.96,0.972763,1000000.0,0.9778
2018-07-03,4611.8137,978675.2637,974063.45,0.978675,1000000.0,0.9728
2018-07-04,4611.8137,975723.3437,971111.53,0.975723,1000000.0,0.9787
2018-07-05,4611.8137,970893.8337,966282.02,0.970894,1000000.0,0.9757
2018-07-06,4611.8137,972380.8937,967769.08,0.972381,1000000.0,0.9709
2018-07-09,3521.7217,982245.5817,978723.86,0.982246,1000000.0,0.9724
2018-07-10,3521.7217,982889.1417,979367.42,0.982889,1000000.0,0.9822
2018-07-11,3521.7217,976214.0917,972692.37,0.976214,1000000.0,0.9829
2018-07-12,3521.7217,992011.8517,988490.13,0.992012,1000000.0,0.9762
2018-07-13,3521.7217,992829.8417,989308.12,0.99283,1000000.0,0.992
2018-07-16,2557.1472,991178.5172,988621.37,0.991179,1000000.0,0.9928
2018-07-17,2557.1472,998286.3572,995729.21,0.998286,1000000.0,0.9912
2018-07-18,2557.1472,1001854.5972,999297.45,1.001855,1000000.0,0.9983
2018-07-19,2557.1472,1005101.7972,1002544.65,1.005102,1000000.0,1.0019
2018-07-20,2557.1472,1011170.4672,1008613.32,1.01117,1000000.0,1.0051
2018-07-23,2385.5677,1012883.8077,1010498.24,1.012884,1000000.0,1.0112
2018-07-24,2385.5677,1015672.6577,1013287.09,1.015673,1000000.0,1.0129
2018-07-25,2385.5677,1015566.3177,1013180.75,1.015566,1000000.0,1.0157
2018-07-26,2385.5677,1009913.4877,1007527.92,1.009913,1000000.0,1.0156
2018-07-27,2385.5677,1005757.0577,1003371.49,1.005757,1000000.0,1.0099
2018-07-30,149.9241,1000057.8741,999907.95,1.000058,1000000.0,1.0058
2018-07-31,149.9241,1000754.4941,1000604.57,1.000754,1000000.0,1.0001
2018-08-01,149.9241,997019.1341,996869.21,0.997019,1000000.0,1.0008
2018-08-02,149.9241,987469.0341,987319.11,0.987469,1000000.0,0.997
2018-08-03,149.9241,987849.8141,987699.89,0.98785,1000000.0,0.9875
2018-08-06,627.33,980207.65,979580.32,0.980208,1000000.0,0.9878
2018-08-07,627.33,989320.8,988693.47,0.989321,1000000.0,0.9802
2018-08-08,627.33,982459.7,981832.37,0.98246,1000000.0,0.9893
2018-08-09,627.33,992906.7,992279.37,0.992907,1000000.0,0.9825
2018-08-10,627.33,999165.83,998538.5,0.999166,1000000.0,0.9929
2018-08-13,7217.1828,1000821.6228,993604.44,1.000822,1000000.0,0.9992
2018-08-14,7217.1828,994912.6928,987695.51,0.994913,1000000.0,1.0008
2018-08-15,7217.1828,988031.5728,980814.39,0.988032,1000000.0,0.9949
2018-08-16,7217.1828,983014.1328,975796.95,0.983014,1000000.0,0.988
2018-08-17,7217.1828,979661.5128,972444.33,0.979662,1000000.0,0.983
2018-08-20,5846.8324,977988.0724,972141.24,0.977988,1000000.0,0.9797
2018-08-21,5846.8324,984697.1324,978850.3,0.984697,1000000.0,0.978
2018-08-22,5846.8324,983421.4424,977574.61,0.983421,1000000.0,0.9847
2018-08-23,5846.8324,986169.9424,980323.11,0.98617,1000000.0,0.9834
2018-08-24,5846.8324,987911.4024,982064.57,0.987911,1000000.0,0.9862
2018-08-27,5569.0554,993852.2954,988283.24,0.993852,1000000.0,0.9879
2018-08-28,5569.0554,999860.5254,994291.47,0.999861,1000000.0,0.9939
2018-08-29,5569.0554,995842.9854,990273.93,0.995843,1000000.0,0.9999
2018-08-30,5569.0554,990914.1254,985345.07,0.990914,1000000.0,0.9958
2018-08-31,5569.0554,988652.2654,983083.21,0.988652,1000000.0,0.9909
2018-09-03,5140.7829,985306.0329,980165.25,0.985306,1000000.0,0.9887
2018-09-04,5140.7829,988943.0229,983802.24,0.988943,1000000.0,0.9853
2018-09-05,5140.7829,984849.6429,979708.86,0.98485,1000000.0,0.9889
2018-09-06,5140.7829,984063.3829,978922.6,0.984063,1000000.0,0.9848
2018-09-07,5140.7829,984391.8229,979251.04,0.984392,1000000.0,0.9841
2018-09-10,3396.1163,978652.4563,975256.34,0.978652,1000000.0,0.9844
2018-09-11,3396.1163,977747.3063,974351.19,0.977747,1000000.0,0.9787
2018-09-12,3396.1163,978406.8563,975010.74,0.978407,1000000.0,0.9777
2018-09-13,3396.1163,981123.0063,977726.89,0.981123,1000000.0,0.9784
2018-09-14,3396.1163,981773.1063,978376.99,0.981773,1000000.0,0.9811
2018-09-17,532.2132,974619.3632,974087.15,0.974619,1000000.0,0.9818
2018-09-18,532.2132,977883.0632,977350.85,0.977883,1000000.0,0.9746
2018-09-19,532.2132,981646.5232,981114.31,0.981647,1000000.0,0.9779
2018-09-20,532.2132,982703.8132,982171.6,0.982704,1000000.0,0.9816
2018-09-21,532.2132,988586.5532,988054.34,0.988587,1000000.0,0.9827
2018-09-25,1591.473,987458.733,985867.26,0.987459,1000000.0,0.9886
2018-09-26,1591.473,989286.563,987695.09,0.989287,1000000.0,0.9875
2018-09-27,1591.473,980683.913,979092.44,0.980684,1000000.0,0.9893
2018-09-28,1591.473,983396.983,981805.51,0.983397,1000000.0,0.9807
2018-10-08,1737.8375,971506.6475,969768.81,0.971507,1000000.0,0.9834
2018-10-09,1737.8375,971607.9375,969870.1,0.971608,1000000.0,0.9715
2018-10-10,1737.8375,971247.3075,969509.47,0.971247,1000000.0,0.9716
2018-10-11,1737.8375,945744.7875,944006.95,0.945745,1000000.0,0.9712
2018-10-12,1737.8375,948608.6375,946870.8,0.948609,1000000.0,0.9457
2018-10-15,1070.042,944922.802,943852.76,0.944923,1000000.0,0.9486
2018-10-16,1070.042,938506.652,937436.61,0.938507,1000000.0,0.9449
2018-10-17,1070.042,936283.172,935213.13,0.936283,1000000.0,0.9385
2018-10-18,1070.042,926745.352,925675.31,0.926745,1000000.0,0.9363
2018-10-19,1070.042,933393.142,932323.1,0.933393,1000000.0,0.9267
2018-10-22,423.548,947873.438,947449.89,0.947873,1000000.0,0.9334
2018-10-23,423.548,945744.768,945321.22,0.945745,1000000.0,0.9479
2018-10-24,423.548,949453.598,949030.05,0.949454,1000000.0,0.9457
2018-10-25,423.548,949811.138,949387.59,0.949811,1000000.0,0.9495
2018-10-26,423.548,953181.598,952758.05,0.953182,1000000.0,0.9498
2018-10-29,2186.7116,948893.1116,946706.4,0.948893,1000000.0,0.9532
2018-10-30,2186.7116,951869.9816,949683.27,0.95187,1000000.0,0.9489
2018-10-31,2186.7116,955847.1416,953660.43,0.955847,1000000.0,0.9519
2018-11-01,2186.7116,960574.4016,958387.69,0.960574,1000000.0,0.9558
2018-11-02,2186.7116,978888.0316,976701.32,0.978888,1000000.0,0.9606
2018-11-05,2125.4489,981407.0289,979281.58,0.981407,1000000.0,0.9789
2018-11-06,2125.4489,977341.6189,975216.17,0.977342,1000000.0,0.9814
2018-11-07,2125.4489,978363.2889,976237.84,0.978363,1000000.0,0.9773
2018-11-08,2125.4489,976166.9689,974041.52,0.976167,1000000.0,0.9784
2018-11-09,2125.4489,974187.8889,972062.44,0.974188,1000000.0,0.9762
2018-11-12,1069.4321,982577.6021,981508.17,0.982578,1000000.0,0.9742
2018-11-13,1069.4321,990389.0221,989319.59,0.990389,1000000.0,0.9826
2018-11-14,1069.4321,991224.9921,990155.56,0.991225,1000000.0,0.9904
2018-11-15,1069.4321,1002513.0221,1001443.59,1.002513,1000000.0,0.9912
2018-11-16,1069.4321,1007399.9221,1006330.49,1.0074,1000000.0,1.0025
2018-11-19,383.6318,1009351.8018,1008968.17,1.009352,1000000.0,1.0074
2018-11-20,383.6318,994787.1918,994403.56,0.994787,1000000.0,1.0094
2018-11-21,383.6318,994780.8018,994397.17,0.994781,1000000.0,0.9948
2018-11-22,383.6318,996822.2218,996438.59,0.996822,1000000.0,0.9948
2018-11-23,383.6318,984452.5418,984068.91,0.984453,1000000.0,0.9968
2018-11-26,812.7236,984542.7636,983730.04,0.984543,1000000.0,0.9845
2018-11-27,812.7236,987202.9336,986390.21,0.987203,1000000.0,0.9845
2018-11-28,812.7236,995008.2936,994195.57,0.995008,1000000.0,0.9872
2018-11-29,812.7236,987271.5336,986458.81,0.987272,1000000.0,0.995
2018-11-30,812.7236,987702.0836,986889.36,0.987702,1000000.0,0.9873
2018-12-03,4680.1483,1003357.9583,998677.81,1.003358,1000000.0,0.9877
2018-12-04,4680.1483,1005830.7683,1001150.62,1.005831,1000000.0,1.0034
2018-12-05,4680.1483,1003933.8883,999253.74,1.003934,1000000.0,1.0058
2018-12-06,4680.1483,997282.8283,992602.68,0.997283,1000000.0,1.0039
2018-12-07,4680.1483,1000534.2683,995854.12,1.000534,1000000.0,0.9973
2018-12-10,5446.1897,993982.9697,988536.78,0.993983,1000000.0,1.0005
2018-12-11,5446.1897,994422.3397,988976.15,0.994422,1000000.0,0.994
2018-12-12,5446.1897,993585.6997,988139.51,0.993586,1000000.0,0.9944
2018-12-13,5446.1897,999719.6197,994273.43,0.99972,1000000.0,0.9936
2018-12-14,5446.1897,992059.7397,986613.55,0.99206,1000000.0,0.9997
2018-12-17,387.4918,990210.0218,989822.53,0.99021,1000000.0,0.9921
2018-12-18,387.4918,984734.9918,984347.5,0.984735,1000000.0,0.9902
2018-12-19,387.4918,983024.3318,982636.84,0.983024,1000000.0,0.9847
2018-12-20,387.4918,981503.8318,981116.34,0.981504,1000000.0,0.983
2018-12-21,387.4918,978520.4918,978133.0,0.97852,1000000.0,0.9815
2018-12-24,5191.4346,981931.9446,976740.51,0.981932,1000000.0,0.9785
2018-12-25,5191.4346,977891.1346,972699.7,0.977891,1000000.0,0.9819
2018-12-26,5191.4346,976708.9346,971517.5,0.976709,1000000.0,0.9779
2018-12-27,5191.4346,976039.2146,970847.78,0.976039,1000000.0,0.9767
2018-12-28,5191.4346,975151.9046,969960.47,0.975152,1000000.0,0.976
2019-01-02,6352.9239,975805.0639,969452.14,0.975805,1000000.0,0.9752
2019-01-03,6352.9239,976809.3739,970456.45,0.976809,1000000.0,0.9758
2019-01-04,6352.9239,988022.3339,981669.41,0.988022,1000000.0,0.9768
2019-01-07,5389.4982,1013982.6982,1008593.2,1.013983,1000000.0,0.988
2019-01-08,5389.4982,1015083.7682,1009694.27,1.015084,1000000.0,1.014
2019-01-09,5389.4982,1027290.2782,1021900.78,1.02729,1000000.0,1.0151
2019-01-10,5389.4982,1029524.1282,1024134.63,1.029524,1000000.0,1.0273
2019-01-11,5389.4982,1038115.8482,1032726.35,1.038116,1000000.0,1.0295
2019-01-14,7119.7169,1038493.2669,1031373.55,1.038493,1000000.0,1.0381
2019-01-15,7119.7169,1048022.6669,1040902.95,1.048023,1000000.0,1.0385
2019-01-16,7119.7169,1052408.2469,1045288.53,1.052408,1000000.0,1.048
2019-01-17,7119.7169,1046940.1269,1039820.41,1.04694,1000000.0,1.0524
2019-01-18,7119.7169,1044267.6669,1037147.95,1.044268,1000000.0,1.0469
2019-01-21,9038.1184,1046786.2384,1037748.12,1.046786,1000000.0,1.0443
2019-01-22,9038.1184,1042601.1784,1033563.06,1.042601,1000000.0,1.0468
2019-01-23,9038.1184,1043940.2884,1034902.17,1.04394,1000000.0,1.0426
2019-01-24,9038.1184,1048898.4084,1039860.29,1.048898,1000000.0,1.0439
2019-01-25,9038.1184,1053472.6384,1044434.52,1.053473,1000000.0,1.0489
2019-01-28,7567.68,1045661.14,1038093.46,1.045661,1000000.0,1.0535
2019-01-29,7567.68,1035682.79,1028115.11,1.035683,1000000.0,1.0457
2019-01-30,7567.68,1032681.74,1025114.06,1.032682,1000000.0,1.0357
2019-01-31,7567.68,1029760.99,1022193.31,1.029761,1000000.0,1.0327
2019-02-01,7567.68,1045220.87,1037653.19,1.045221,1000000.0,1.0298
2019-02-11,7847.811,1055638.581,1047790.77,1.055639,1000000.0,1.0452
2019-02-12,7847.811,1061567.901,1053720.09,1.061568,1000000.0,1.0556
2019-02-13,7847.811,1073115.421,1065267.61,1.073115,1000000.0,1.0616
2019-02-14,7847.811,1081623.511,1073775.7,1.081624,1000000.0,1.0731
2019-02-15,7847.811,1084187.671,1076339.86,1.084188,1000000.0,1.0816
2019-02-18,6585.377,1112483.847,1105898.47,1.112484,1000000.0,1.0842
2019-02-19,6585.377,1115038.947,1108453.57,1.115039,1000000.0,1.1125
2019-02-20,6585.377,1126312.017,1119726.64,1.126312,1000000.0,1.115
2019-02-21,6585.377,1127867.327,1121281.95,1.127867,1000000.0,1.1263
2019-02-22,6585.377,1137917.007,1131331.63,1.137917,1000000.0,1.1279
2019-02-25,4535.5033,1161670.8133,1157135.31,1.161671,1000000.0,1.1379
2019-02-26,4535.5033,1170961.0933,1166425.59,1.170961,1000000.0,1.1617
2019-02-27,4535.5033,1170544.3233,1166008.82,1.170544,1000000.0,1.171
2019-02-28,4535.5033,1173604.9933,1169069.49,1.173605,1000000.0,1.1705
2019-03-01,4535.5033,1181436.3433,1176900.84,1.181436,1000000.0,1.1736
2019-03-04,9805.087,1193919.537,1184114.45,1.19392,1000000.0,1.1814
2019-03-05,9805.087,1224998.007,1215192.92,1.224998,1000000.0,1.1939
2019-03-06,9805.087,1267286.097,1257481.01,1.267286,1000000.0,1.225
2019-03-07,9805.087,1289072.087,1279267.0,1.289072,1000000.0,1.2673
2019-03-08,9805.087,1267207.277,1257402.19,1.267207,1000000.0,1.2891
2019-03-11,6739.0495,1302638.8395,1295899.79,1.302639,1000000.0,1.2672
2019-03-12,6739.0495,1319171.2095,1312432.16,1.319171,1000000.0,1.3026
2019-03-13,6739.0495,1299095.6695,1292356.62,1.299096,1000000.0,1.3192
2019-03-14,6739.0495,1270341.2895,1263602.24,1.270341,1000000.0,1.2991
2019-03-15,6739.0495,1285369.5295,1278630.48,1.28537,1000000.0,1.2703
2019-03-18,5551.1131,1311628.7331,1306077.62,1.311629,1000000.0,1.2854
2019-03-19,5551.1131,1335105.6731,1329554.56,1.335106,1000000.0,1.3116
2019-03-20,5551.1131,1336897.9831,1331346.87,1.336898,1000000.0,1.3351
2019-03-21,5551.1131,1352242.6831,1346691.57,1.352243,1000000.0,1.3369
2019-03-22,5551.1131,1343254.2431,1337703.13,1.343254,1000000.0,1.3522
2019-03-25,4826.8963,1326768.8263,1321941.93,1.326769,1000000.0,1.3433
2019-03-26,4826.8963,1292055.2263,1287228.33,1.292055,1000000.0,1.3268
2019-03-27,4826.8963,1291764.6763,1286937.78,1.291765,1000000.0,1.2921
2019-03-28,4826.8963,1290472.0963,1285645.2,1.290472,1000000.0,1.2918
2019-03-29,4826.8963,1309904.3663,1305077.47,1.309904,1000000.0,1.2905
2019-04-01,6739.9242,1336774.1942,1330034.27,1.336774,1000000.0,1.3099
2019-04-02,6739.9242,1345222.2642,1338482.34,1.345222,1000000.0,1.3368
2019-04-03,6739.9242,1353776.7242,1347036.8,1.353777,1000000.0,1.3452
2019-04-04,6739.9242,1372204.8642,1365464.94,1.372205,1000000.0,1.3538
2019-04-08,8517.0827,1379295.8427,1370778.76,1.379296,1000000.0,1.3722
2019-04-09,8517.0827,1379483.4427,1370966.36,1.379483,1000000.0,1.3793
2019-04-10,8517.0827,1376182.5827,1367665.5,1.376183,1000000.0,1.3795
2019-04-11,8517.0827,1359375.9327,1350858.85,1.359376,1000000.0,1.3762
2019-04-12,8517.0827,1366954.8327,1358437.75,1.366955,1000000.0,1.3594
2019-04-15,8903.0824,1349305.8424,1340402.76,1.349306,1000000.0,1.367
2019-04-16,8903.0824,1354716.7924,1345813.71,1.354717,1000000.0,1.3493
2019-04-17,8903.0824,1361471.8624,1352568.78,1.361472,1000000.0,1.3547
2019-04-18,8903.0824,1369661.3324,1360758.25,1.369661,1000000.0,1.3615
2019-04-19,8903.0824,1366582.4324,1357679.35,1.366582,1000000.0,1.3697
2019-04-22,10457.0684,1380008.3884,1369551.32,1.380008,1000000.0,1.3666
2019-04-23,10457.0684,1360814.6284,1350357.56,1.360815,1000000.0,1.38
2019-04-24,10457.0684,1354501.5984,1344044.53,1.354502,1000000.0,1.3608
2019-04-25,10457.0684,1359030.9884,1348573.92,1.359031,1000000.0,1.3545
2019-04-26,10457.0684,1362485.8884,1352028.82,1.362486,1000000.0,1.359
2019-04-29,10709.8588,1332067.6888,1321357.83,1.332068,1000000.0,1.3625
2019-04-30,10709.8588,1340674.7288,1329964.87,1.340675,1000000.0,1.3321
2019-05-06,5424.0423,1280399.2823,1274975.24,1.280399,1000000.0,1.3407
2019-05-07,5424.0423,1296638.4823,1291214.44,1.296638,1000000.0,1.2804
2019-05-08,5424.0423,1313112.4623,1307688.42,1.313112,1000000.0,1.2966
2019-05-09,5424.0423,1310794.1423,1305370.1,1.310794,1000000.0,1.3131
2019-05-10,5424.0423,1339970.5623,1334546.52,1.339971,1000000.0,1.3108
2019-05-13,6425.1671,1336111.8071,1329686.64,1.336112,1000000.0,1.34
2019-05-14,6425.1671,1341183.4771,1334758.31,1.341183,1000000.0,1.3361
2019-05-15,6425.1671,1361066.0471,1354640.88,1.361066,1000000.0,1.3412
2019-05-16,6425.1671,1366287.3671,1359862.2,1.366287,1000000.0,1.3611
2019-05-17,6425.1671,1337918.2271,1331493.06,1.337918,1000000.0,1.3663
2019-05-20,6048.1966,1327225.4266,1321177.23,1.327225,1000000.0,1.3379
2019-05-21,6048.1966,1336005.9766,1329957.78,1.336006,1000000.0,1.3272
2019-05-22,6048.1966,1335675.2666,1329627.07,1.335675,1000000.0,1.336
2019-05-23,6048.1966,1327078.5066,1321030.31,1.327079,1000000.0,1.3357
2019-05-24,6048.1966,1327153.0866,1321104.89,1.327153,1000000.0,1.3271
2019-05-27,6298.7914,1333408.4414,1327109.65,1.333408,1000000.0,1.3272
2019-05-28,6298.7914,1333065.8414,1326767.05,1.333066,1000000.0,1.3334
2019-05-29,6298.7914,1333043.0414,1326744.25,1.333043,1000000.0,1.3331
2019-05-30,6298.7914,1326888.7714,1320589.98,1.326889,1000000.0,1.333
2019-05-31,6298.7914,1323181.9514,1316883.16,1.323182,1000000.0,1.3269
