date,order_book_id,symbol,quantity,last_price,avg_price,market_value
2018-10-15,123011.XSHE,德尔转债,510.0,94.15,94.9,48016.5
2018-10-15,123014.XSHE,凯发转债,530.0,87.53,91.4,46390.9
2018-10-15,113515.XSHG,高能转债,500.0,93.82,99.2974,46910.0
2018-10-15,123012.XSHE,万顺转债,540.0,88.4,91.1731,47736.0
2018-10-15,128034.XSHE,江银转债,490.0,97.221,99.99,47638.29
2018-10-15,113016.XSHG,小康转债,500.0,96.33,97.16,48165.0
2018-10-15,128044.XSHE,岭南转债,510.0,93.45,93.851,47659.5
2018-10-15,123001.XSHE,蓝标转债,520.0,90.633,92.987,47129.16
2018-10-15,123015.XSHE,蓝盾转债,540.0,86.8,93.4504,46872.0
2018-10-15,128021.XSHE,兄弟转债,510.0,92.41,99.0159,47129.1
2018-10-15,113513.XSHG,安井转债,440.0,108.54,106.64,47757.6
2018-10-15,113516.XSHG,苏农转债,460.0,100.5,100.5,46230.0
2018-10-15,127003.XSHE,海印转债,530.0,87.902,87.902,46588.06
2018-10-15,123010.XSHE,博世转债,530.0,88.5,88.5,46905.0
2018-10-15,128014.XSHE,永东转债,510.0,92.241,92.241,47042.91
2018-10-16,128036.XSHE,金农转债,560.0,84.632,99.0264,47393.92
2018-10-16,128039.XSHE,三力转债,490.0,95.934,88.279,47007.66
2018-10-16,113514.XSHG,威帝转债,530.0,88.88,98.493,47106.4
2018-10-16,123013.XSHE,横河转债,530.0,87.03,91.317,46125.9
2018-10-16,128041.XSHE,盛路转债,500.0,91.502,98.434,45751.0
2018-10-16,123011.XSHE,德尔转债,510.0,93.383,94.9,47625.33
2018-10-16,123014.XSHE,凯发转债,530.0,86.795,91.4,46001.35
2018-10-16,113515.XSHG,高能转债,500.0,93.71,99.2974,46855.0
2018-10-16,123012.XSHE,万顺转债,540.0,87.9,91.1731,47466.0
2018-10-16,128034.XSHE,江银转债,490.0,97.011,99.99,47535.39
2018-10-16,113016.XSHG,小康转债,500.0,95.68,97.16,47840.0
2018-10-16,128044.XSHE,岭南转债,510.0,93.196,93.851,47529.96
2018-10-16,123001.XSHE,蓝标转债,520.0,90.008,92.987,46804.16
2018-10-16,123015.XSHE,蓝盾转债,540.0,86.06,93.4504,46472.4
2018-10-16,128021.XSHE,兄弟转债,510.0,91.94,99.0159,46889.4
2018-10-16,113513.XSHG,安井转债,440.0,107.77,106.64,47418.8
2018-10-16,113516.XSHG,苏农转债,460.0,100.05,100.5,46023.0
2018-10-16,127003.XSHE,海印转债,530.0,87.745,87.902,46504.85
2018-10-16,123010.XSHE,博世转债,530.0,87.586,88.5,46420.58
2018-10-16,128014.XSHE,永东转债,510.0,91.501,92.241,46665.51
2018-10-17,128036.XSHE,金农转债,560.0,84.56,99.0264,47353.6
2018-10-17,128039.XSHE,三力转债,490.0,95.45,88.279,46770.5
2018-10-17,113514.XSHG,威帝转债,530.0,88.23,98.493,46761.9
2018-10-17,123013.XSHE,横河转债,530.0,87.04,91.317,46131.2
2018-10-17,128041.XSHE,盛路转债,500.0,91.0,98.434,45500.0
2018-10-17,123011.XSHE,德尔转债,510.0,92.01,94.9,46925.1
2018-10-17,123014.XSHE,凯发转债,530.0,86.592,91.4,45893.76
2018-10-17,113515.XSHG,高能转债,500.0,93.52,99.2974,46760.0
2018-10-17,123012.XSHE,万顺转债,540.0,88.142,91.1731,47596.68
2018-10-17,128034.XSHE,江银转债,490.0,97.3,99.99,47677.0
2018-10-17,113016.XSHG,小康转债,500.0,95.51,97.16,47755.0
2018-10-17,128044.XSHE,岭南转债,510.0,93.72,93.851,47797.2
2018-10-17,123001.XSHE,蓝标转债,520.0,90.211,92.987,46909.72
2018-10-17,123015.XSHE,蓝盾转债,540.0,86.191,93.4504,46543.14
2018-10-17,128021.XSHE,兄弟转债,510.0,92.45,99.0159,47149.5
2018-10-17,113513.XSHG,安井转债,440.0,104.62,106.64,46032.8
2018-10-17,113516.XSHG,苏农转债,460.0,100.89,100.5,46409.4
2018-10-17,127003.XSHE,海印转债,530.0,87.581,87.902,46417.93
2018-10-17,123010.XSHE,博世转债,530.0,87.135,88.5,46181.55
2018-10-17,128014.XSHE,永东转债,510.0,91.465,92.241,46647.15
2018-10-18,128036.XSHE,金农转债,560.0,83.3,99.0264,46648.0
2018-10-18,128039.XSHE,三力转债,490.0,94.388,88.279,46250.12
2018-10-18,113514.XSHG,威帝转债,530.0,87.4,98.493,46322.0
2018-10-18,123013.XSHE,横河转债,530.0,86.761,91.317,45983.33
2018-10-18,128041.XSHE,盛路转债,500.0,86.12,98.434,43060.0
2018-10-18,123011.XSHE,德尔转债,510.0,91.109,94.9,46465.59
2018-10-18,123014.XSHE,凯发转债,530.0,85.667,91.4,45403.51
2018-10-18,113515.XSHG,高能转债,500.0,93.03,99.2974,46515.0
2018-10-18,123012.XSHE,万顺转债,540.0,86.939,91.1731,46947.06
2018-10-18,128034.XSHE,江银转债,490.0,96.35,99.99,47211.5
2018-10-18,113016.XSHG,小康转债,500.0,94.5,97.16,47250.0
2018-10-18,128044.XSHE,岭南转债,510.0,93.1,93.851,47481.0
2018-10-18,123001.XSHE,蓝标转债,520.0,90.081,92.987,46842.12
2018-10-18,123015.XSHE,蓝盾转债,540.0,84.832,93.4504,45809.28
2018-10-18,128021.XSHE,兄弟转债,510.0,91.752,99.0159,46793.52
2018-10-18,113513.XSHG,安井转债,440.0,104.34,106.64,45909.6
2018-10-18,113516.XSHG,苏农转债,460.0,100.3,100.5,46138.0
2018-10-18,127003.XSHE,海印转债,530.0,87.18,87.902,46205.4
2018-10-18,123010.XSHE,博世转债,530.0,86.89,88.5,46051.7
2018-10-18,128014.XSHE,永东转债,510.0,90.958,92.241,46388.58
2018-10-19,128036.XSHE,金农转债,560.0,83.145,99.0264,46561.2
2018-10-19,128039.XSHE,三力转债,490.0,97.01,88.279,47534.9
2018-10-19,113514.XSHG,威帝转债,530.0,87.74,98.493,46502.2
2018-10-19,123013.XSHE,横河转债,530.0,87.26,91.317,46247.8
2018-10-19,128041.XSHE,盛路转债,500.0,86.5,98.434,43250.0
2018-10-19,123011.XSHE,德尔转债,510.0,92.29,94.9,47067.9
2018-10-19,123014.XSHE,凯发转债,530.0,85.499,91.4,45314.47
2018-10-19,113515.XSHG,高能转债,500.0,93.41,99.2974,46705.0
2018-10-19,123012.XSHE,万顺转债,540.0,87.311,91.1731,47147.94
2018-10-19,128034.XSHE,江银转债,490.0,97.07,99.99,47564.3
2018-10-19,113016.XSHG,小康转债,500.0,95.01,97.16,47505.0
2018-10-19,128044.XSHE,岭南转债,510.0,93.101,93.851,47481.51
2018-10-19,123001.XSHE,蓝标转债,520.0,90.436,92.987,47026.72
2018-10-19,123015.XSHE,蓝盾转债,540.0,86.005,93.4504,46442.7
2018-10-19,128021.XSHE,兄弟转债,510.0,91.638,99.0159,46735.38
2018-10-19,113513.XSHG,安井转债,440.0,107.57,106.64,47330.8
2018-10-19,113516.XSHG,苏农转债,460.0,101.38,100.5,46634.8
2018-10-19,127003.XSHE,海印转债,530.0,87.196,87.902,46213.88
2018-10-19,123010.XSHE,博世转债,530.0,87.82,88.5,46544.6
2018-10-19,128014.XSHE,永东转债,510.0,91.2,92.241,46512.0
2018-10-22,128039.XSHE,三力转债,480.0,99.6,88.279,47808.0
2018-10-22,113514.XSHG,威帝转债,530.0,89.11,98.493,47228.3
2018-10-22,123013.XSHE,横河转债,530.0,89.3,91.317,47329.0
2018-10-22,128041.XSHE,盛路转债,530.0,87.818,97.8331,46543.54
2018-10-22,123011.XSHE,德尔转债,500.0,95.299,94.9,47649.5
2018-10-22,123014.XSHE,凯发转债,540.0,87.021,91.3189,46991.34
2018-10-22,113515.XSHG,高能转债,500.0,95.27,99.2974,47635.0
2018-10-22,123012.XSHE,万顺转债,530.0,89.569,91.1731,47471.57
2018-10-22,128034.XSHE,江银转债,490.0,98.7,99.99,48363.0
2018-10-22,113016.XSHG,小康转债,500.0,95.9,97.16,47950.0
2018-10-22,128044.XSHE,岭南转债,510.0,94.46,93.851,48174.6
2018-10-22,123001.XSHE,蓝标转债,520.0,91.26,92.987,47455.2
2018-10-22,128021.XSHE,兄弟转债,510.0,93.448,99.0159,47658.48
2018-10-22,113513.XSHG,安井转债,440.0,107.91,106.64,47480.4
2018-10-22,113516.XSHG,苏农转债,460.0,103.36,100.5,47545.6
2018-10-22,123010.XSHE,博世转债,530.0,89.212,88.5,47282.36
2018-10-22,113509.XSHG,新泉转债,490.0,96.5,96.5,47285.0
2018-10-22,128043.XSHE,东音转债,530.0,89.3,89.3,47329.0
2018-10-22,128025.XSHE,特一转债,500.0,94.0,94.0,47000.0
2018-10-22,123002.XSHE,国祯转债,450.0,100.6,100.6,45270.0
2018-10-23,128039.XSHE,三力转债,480.0,99.008,88.279,47523.84
2018-10-23,113514.XSHG,威帝转债,530.0,88.91,98.493,47122.3
2018-10-23,123013.XSHE,横河转债,530.0,88.788,91.317,47057.64
2018-10-23,128041.XSHE,盛路转债,530.0,87.301,97.8331,46269.53
2018-10-23,123011.XSHE,德尔转债,500.0,94.5,94.9,47250.0
2018-10-23,123014.XSHE,凯发转债,540.0,87.49,91.3189,47244.6
2018-10-23,113515.XSHG,高能转债,500.0,94.8,99.2974,47400.0
2018-10-23,123012.XSHE,万顺转债,530.0,89.953,91.1731,47675.09
2018-10-23,128034.XSHE,江银转债,490.0,97.89,99.99,47966.1
2018-10-23,113016.XSHG,小康转债,500.0,94.61,97.16,47305.0
2018-10-23,128044.XSHE,岭南转债,510.0,95.0,93.851,48450.0
2018-10-23,123001.XSHE,蓝标转债,520.0,91.32,92.987,47486.4
2018-10-23,128021.XSHE,兄弟转债,510.0,92.272,99.0159,47058.72
2018-10-23,113513.XSHG,安井转债,440.0,108.66,106.64,47810.4
2018-10-23,113516.XSHG,苏农转债,460.0,102.4,100.5,47104.0
2018-10-23,123010.XSHE,博世转债,530.0,89.12,88.5,47233.6
2018-10-23,113509.XSHG,新泉转债,490.0,96.0,96.5,47040.0
2018-10-23,128043.XSHE,东音转债,530.0,90.0,89.3,47700.0
2018-10-23,128025.XSHE,特一转债,500.0,93.88,94.0,46940.0
2018-10-23,123002.XSHE,国祯转债,450.0,101.52,100.6,45684.0
2018-10-24,128039.XSHE,三力转债,480.0,99.398,88.279,47711.04
2018-10-24,113514.XSHG,威帝转债,530.0,88.84,98.493,47085.2
2018-10-24,123013.XSHE,横河转债,530.0,88.71,91.317,47016.3
2018-10-24,128041.XSHE,盛路转债,530.0,88.121,97.8331,46704.13
2018-10-24,123011.XSHE,德尔转债,500.0,94.87,94.9,47435.0
2018-10-24,123014.XSHE,凯发转债,540.0,87.788,91.3189,47405.52
2018-10-24,113515.XSHG,高能转债,500.0,94.99,99.2974,47495.0
2018-10-24,123012.XSHE,万顺转债,530.0,89.999,91.1731,47699.47
2018-10-24,128034.XSHE,江银转债,490.0,99.9,99.99,48951.0
2018-10-24,113016.XSHG,小康转债,500.0,94.65,97.16,47325.0
2018-10-24,128044.XSHE,岭南转债,510.0,95.03,93.851,48465.3
2018-10-24,123001.XSHE,蓝标转债,520.0,91.76,92.987,47715.2
2018-10-24,128021.XSHE,兄弟转债,510.0,93.295,99.0159,47580.45
2018-10-24,113513.XSHG,安井转债,440.0,108.43,106.64,47709.2
2018-10-24,113516.XSHG,苏农转债,460.0,103.37,100.5,47550.2
2018-10-24,123010.XSHE,博世转债,530.0,89.605,88.5,47490.65
2018-10-24,113509.XSHG,新泉转债,490.0,96.11,96.5,47093.9
2018-10-24,128043.XSHE,东音转债,530.0,89.263,89.3,47309.39
2018-10-24,128025.XSHE,特一转债,500.0,93.959,94.0,46979.5
2018-10-24,123002.XSHE,国祯转债,450.0,102.908,100.6,46308.6
2018-10-25,128039.XSHE,三力转债,480.0,100.0,88.279,48000.0
2018-10-25,113514.XSHG,威帝转债,530.0,88.74,98.493,47032.2
2018-10-25,123013.XSHE,横河转债,530.0,88.167,91.317,46728.51
2018-10-25,128041.XSHE,盛路转债,530.0,88.21,97.8331,46751.3
2018-10-25,123011.XSHE,德尔转债,500.0,95.118,94.9,47559.0
2018-10-25,123014.XSHE,凯发转债,540.0,87.2,91.3189,47088.0
2018-10-25,113515.XSHG,高能转债,500.0,94.51,99.2974,47255.0
2018-10-25,123012.XSHE,万顺转债,530.0,90.189,91.1731,47800.17
2018-10-25,128034.XSHE,江银转债,490.0,101.25,99.99,49612.5
2018-10-25,113016.XSHG,小康转债,500.0,94.15,97.16,47075.0
2018-10-25,128044.XSHE,岭南转债,510.0,94.5,93.851,48195.0
2018-10-25,123001.XSHE,蓝标转债,520.0,92.2,92.987,47944.0
2018-10-25,128021.XSHE,兄弟转债,510.0,92.988,99.0159,47423.88
2018-10-25,113513.XSHG,安井转债,440.0,108.43,106.64,47709.2
2018-10-25,113516.XSHG,苏农转债,460.0,105.36,100.5,48465.6
2018-10-25,123010.XSHE,博世转债,530.0,89.501,88.5,47435.53
2018-10-25,113509.XSHG,新泉转债,490.0,95.55,96.5,46819.5
2018-10-25,128043.XSHE,东音转债,530.0,88.69,89.3,47005.7
2018-10-25,128025.XSHE,特一转债,500.0,93.915,94.0,46957.5
2018-10-25,123002.XSHE,国祯转债,450.0,103.4,100.6,46530.0
2018-10-26,128039.XSHE,三力转债,480.0,99.71,88.279,47860.8
2018-10-26,113514.XSHG,威帝转债,530.0,89.38,98.493,47371.4
2018-10-26,123013.XSHE,横河转债,530.0,88.761,91.317,47043.33
2018-10-26,128041.XSHE,盛路转债,530.0,89.2,97.8331,47276.0
2018-10-26,123011.XSHE,德尔转债,500.0,95.4,94.9,47700.0
2018-10-26,123014.XSHE,凯发转债,540.0,87.593,91.3189,47300.22
2018-10-26,113515.XSHG,高能转债,500.0,95.01,99.2974,47505.0
2018-10-26,123012.XSHE,万顺转债,530.0,91.017,91.1731,48239.01
2018-10-26,128034.XSHE,江银转债,490.0,100.4,99.99,49196.0
2018-10-26,113016.XSHG,小康转债,500.0,94.4,97.16,47200.0
2018-10-26,128044.XSHE,岭南转债,510.0,95.003,93.851,48451.53
2018-10-26,123001.XSHE,蓝标转债,520.0,92.912,92.987,48314.24
2018-10-26,128021.XSHE,兄弟转债,510.0,93.265,99.0159,47565.15
2018-10-26,113513.XSHG,安井转债,440.0,107.31,106.64,47216.4
2018-10-26,113516.XSHG,苏农转债,460.0,104.74,100.5,48180.4
2018-10-26,123010.XSHE,博世转债,530.0,89.919,88.5,47657.07
2018-10-26,113509.XSHG,新泉转债,490.0,95.63,96.5,46858.7
2018-10-26,128043.XSHE,东音转债,530.0,89.025,89.3,47183.25
2018-10-26,128025.XSHE,特一转债,500.0,94.78,94.0,47390.0
2018-10-26,123002.XSHE,国祯转债,450.0,104.999,100.6,47249.55
2018-10-29,128039.XSHE,三力转债,480.0,99.1,88.279,47568.0
2018-10-29,113514.XSHG,威帝转债,530.0,89.48,98.493,47424.4
2018-10-29,123013.XSHE,横河转债,530.0,89.152,91.317,47250.56
2018-10-29,128041.XSHE,盛路转债,530.0,89.098,97.8331,47221.94
2018-10-29,123011.XSHE,德尔转债,500.0,94.867,94.9,47433.5
2018-10-29,123014.XSHE,凯发转债,540.0,87.6,91.3189,47304.0
2018-10-29,113515.XSHG,高能转债,500.0,94.45,99.2974,47225.0
2018-10-29,123012.XSHE,万顺转债,530.0,90.7,91.1731,48071.0
2018-10-29,128034.XSHE,江银转债,480.0,99.6,99.99,47808.0
2018-10-29,113016.XSHG,小康转债,500.0,94.44,97.16,47220.0
2018-10-29,128044.XSHE,岭南转债,500.0,95.0,93.851,47500.0
2018-10-29,123001.XSHE,蓝标转债,520.0,92.88,92.987,48297.6
2018-10-29,113513.XSHG,安井转债,450.0,103.79,106.5767,46705.5
2018-10-29,113516.XSHG,苏农转债,460.0,103.9,100.5,47794.0
2018-10-29,123010.XSHE,博世转债,530.0,90.12,88.5,47763.6
2018-10-29,123002.XSHE,国祯转债,450.0,103.48,100.6,46566.0
2018-10-29,113508.XSHG,新凤转债,480.0,98.2,98.2,47136.0
2018-10-29,110043.XSHG,无锡转债,480.0,97.85,97.85,46968.0
2018-10-29,127003.XSHE,海印转债,530.0,88.66,88.66,46989.8
2018-10-29,113518.XSHG,顾家转债,470.0,98.85,98.85,46459.5
2018-10-30,128039.XSHE,三力转债,480.0,98.81,88.279,47428.8
2018-10-30,113514.XSHG,威帝转债,530.0,89.88,98.493,47636.4
2018-10-30,123013.XSHE,横河转债,530.0,89.595,91.317,47485.35
2018-10-30,128041.XSHE,盛路转债,530.0,89.005,97.8331,47172.65
2018-10-30,123011.XSHE,德尔转债,500.0,95.59,94.9,47795.0
2018-10-30,123014.XSHE,凯发转债,540.0,87.89,91.3189,47460.6
2018-10-30,113515.XSHG,高能转债,500.0,94.71,99.2974,47355.0
2018-10-30,123012.XSHE,万顺转债,530.0,91.8,91.1731,48654.0
2018-10-30,128034.XSHE,江银转债,480.0,100.87,99.99,48417.6
2018-10-30,113016.XSHG,小康转债,500.0,92.63,97.16,46315.0
2018-10-30,128044.XSHE,岭南转债,500.0,94.42,93.851,47210.0
2018-10-30,123001.XSHE,蓝标转债,520.0,93.181,92.987,48454.12
2018-10-30,113513.XSHG,安井转债,450.0,103.89,106.5767,46750.5
2018-10-30,113516.XSHG,苏农转债,460.0,105.05,100.5,48323.0
2018-10-30,123010.XSHE,博世转债,530.0,90.36,88.5,47890.8
2018-10-30,123002.XSHE,国祯转债,450.0,104.951,100.6,47227.95
2018-10-30,113508.XSHG,新凤转债,480.0,98.06,98.2,47068.8
2018-10-30,110043.XSHG,无锡转债,480.0,97.89,97.85,46987.2
2018-10-30,127003.XSHE,海印转债,530.0,88.81,88.66,47069.3
2018-10-30,113518.XSHG,顾家转债,470.0,99.96,98.85,46981.2
2018-10-31,128039.XSHE,三力转债,480.0,99.1,88.279,47568.0
2018-10-31,113514.XSHG,威帝转债,530.0,90.2,98.493,47806.0
2018-10-31,123013.XSHE,横河转债,530.0,90.3,91.317,47859.0
2018-10-31,128041.XSHE,盛路转债,530.0,89.806,97.8331,47597.18
2018-10-31,123011.XSHE,德尔转债,500.0,96.118,94.9,48059.0
2018-10-31,123014.XSHE,凯发转债,540.0,88.181,91.3189,47617.74
2018-10-31,113515.XSHG,高能转债,500.0,95.1,99.2974,47550.0
2018-10-31,123012.XSHE,万顺转债,530.0,92.251,91.1731,48893.03
2018-10-31,128034.XSHE,江银转债,480.0,101.23,99.99,48590.4
2018-10-31,113016.XSHG,小康转债,500.0,93.56,97.16,46780.0
2018-10-31,128044.XSHE,岭南转债,500.0,94.52,93.851,47260.0
2018-10-31,123001.XSHE,蓝标转债,520.0,93.73,92.987,48739.6
2018-10-31,113513.XSHG,安井转债,450.0,105.44,106.5767,47448.0
2018-10-31,113516.XSHG,苏农转债,460.0,104.98,100.5,48290.8
2018-10-31,123010.XSHE,博世转债,530.0,91.01,88.5,48235.3
2018-10-31,123002.XSHE,国祯转债,450.0,104.623,100.6,47080.35
2018-10-31,113508.XSHG,新凤转债,480.0,98.27,98.2,47169.6
2018-10-31,110043.XSHG,无锡转债,480.0,97.99,97.85,47035.2
2018-10-31,127003.XSHE,海印转债,530.0,89.001,88.66,47170.53
2018-10-31,113518.XSHG,顾家转债,470.0,99.81,98.85,46910.7
2018-11-01,128039.XSHE,三力转债,480.0,99.49,88.279,47755.2
2018-11-01,113514.XSHG,威帝转债,530.0,90.44,98.493,47933.2
2018-11-01,123013.XSHE,横河转债,530.0,90.213,91.317,47812.89
2018-11-01,128041.XSHE,盛路转债,530.0,89.888,97.8331,47640.64
2018-11-01,123011.XSHE,德尔转债,500.0,97.0,94.9,48500.0
2018-11-01,123014.XSHE,凯发转债,540.0,88.34,91.3189,47703.6
2018-11-01,113515.XSHG,高能转债,500.0,96.18,99.2974,48090.0
2018-11-01,123012.XSHE,万顺转债,530.0,92.79,91.1731,49178.7
2018-11-01,128034.XSHE,江银转债,480.0,101.091,99.99,48523.68
2018-11-01,113016.XSHG,小康转债,500.0,94.36,97.16,47180.0
2018-11-01,128044.XSHE,岭南转债,500.0,95.41,93.851,47705.0
2018-11-01,123001.XSHE,蓝标转债,520.0,94.2,92.987,48984.0
2018-11-01,113513.XSHG,安井转债,450.0,105.37,106.5767,47416.5
2018-11-01,113516.XSHG,苏农转债,460.0,105.01,100.5,48304.6
2018-11-01,123010.XSHE,博世转债,530.0,92.14,88.5,48834.2
2018-11-01,123002.XSHE,国祯转债,450.0,106.326,100.6,47846.7
2018-11-01,113508.XSHG,新凤转债,480.0,98.91,98.2,47476.8
2018-11-01,110043.XSHG,无锡转债,480.0,98.36,97.85,47212.8
2018-11-01,127003.XSHE,海印转债,530.0,89.216,88.66,47284.48
2018-11-01,113518.XSHG,顾家转债,470.0,100.01,98.85,47004.7
2018-11-02,128039.XSHE,三力转债,480.0,101.303,88.279,48625.44
2018-11-02,113514.XSHG,威帝转债,530.0,91.82,98.493,48664.6
2018-11-02,123013.XSHE,横河转债,530.0,91.69,91.317,48595.7
2018-11-02,128041.XSHE,盛路转债,530.0,91.14,97.8331,48304.2
2018-11-02,123011.XSHE,德尔转债,500.0,98.8,94.9,49400.0
2018-11-02,123014.XSHE,凯发转债,540.0,89.79,91.3189,48486.6
2018-11-02,113515.XSHG,高能转债,500.0,97.87,99.2974,48935.0
2018-11-02,123012.XSHE,万顺转债,530.0,96.0,91.1731,50880.0
2018-11-02,128034.XSHE,江银转债,480.0,104.2,99.99,50016.0
2018-11-02,113016.XSHG,小康转债,500.0,96.45,97.16,48225.0
2018-11-02,128044.XSHE,岭南转债,500.0,96.399,93.851,48199.5
2018-11-02,123001.XSHE,蓝标转债,520.0,95.8,92.987,49816.0
2018-11-02,113513.XSHG,安井转债,450.0,109.16,106.5767,49122.0
2018-11-02,113516.XSHG,苏农转债,460.0,107.7,100.5,49542.0
2018-11-02,123010.XSHE,博世转债,530.0,92.901,88.5,49237.53
2018-11-02,123002.XSHE,国祯转债,450.0,108.329,100.6,48748.05
2018-11-02,113508.XSHG,新凤转债,480.0,100.51,98.2,48244.8
2018-11-02,110043.XSHG,无锡转债,480.0,99.88,97.85,47942.4
2018-11-02,127003.XSHE,海印转债,530.0,90.1,88.66,47753.0
2018-11-02,113518.XSHG,顾家转债,470.0,102.05,98.85,47963.5
2018-11-05,128039.XSHE,三力转债,480.0,101.41,88.279,48676.8
2018-11-05,113514.XSHG,威帝转债,530.0,91.61,98.493,48553.3
2018-11-05,123013.XSHE,横河转债,530.0,92.3,91.317,48919.0
2018-11-05,128041.XSHE,盛路转债,530.0,91.801,97.8331,48654.53
2018-11-05,123011.XSHE,德尔转债,500.0,98.05,94.9,49025.0
2018-11-05,123014.XSHE,凯发转债,540.0,90.299,91.3189,48761.46
2018-11-05,113515.XSHG,高能转债,500.0,98.49,99.2974,49245.0
2018-11-05,123012.XSHE,万顺转债,510.0,96.24,91.1731,49082.4
2018-11-05,128034.XSHE,江银转债,480.0,103.228,99.99,49549.44
2018-11-05,113016.XSHG,小康转债,500.0,96.78,97.16,48390.0
2018-11-05,128044.XSHE,岭南转债,500.0,96.8,93.851,48400.0
2018-11-05,123001.XSHE,蓝标转债,520.0,95.449,92.987,49633.48
2018-11-05,113513.XSHG,安井转债,450.0,110.33,106.5767,49648.5
2018-11-05,113516.XSHG,苏农转债,460.0,107.63,100.5,49509.8
2018-11-05,123010.XSHE,博世转债,530.0,93.8,88.5,49714.0
2018-11-05,123002.XSHE,国祯转债,450.0,109.4,100.6,49230.0
2018-11-05,113508.XSHG,新凤转债,480.0,100.68,98.2,48326.4
2018-11-05,113509.XSHG,新泉转债,490.0,98.9,98.9,48461.0
2018-11-05,128021.XSHE,兄弟转债,520.0,93.399,93.399,48567.48
2018-11-05,128025.XSHE,特一转债,510.0,95.949,95.949,48933.99
2018-11-06,128039.XSHE,三力转债,480.0,100.25,88.279,48120.0
2018-11-06,113514.XSHG,威帝转债,530.0,91.43,98.493,48457.9
2018-11-06,123013.XSHE,横河转债,530.0,91.78,91.317,48643.4
2018-11-06,128041.XSHE,盛路转债,530.0,91.27,97.8331,48373.1
2018-11-06,123011.XSHE,德尔转债,500.0,97.69,94.9,48845.0
2018-11-06,123014.XSHE,凯发转债,540.0,90.21,91.3189,48713.4
2018-11-06,113515.XSHG,高能转债,500.0,98.2,99.2974,49100.0
2018-11-06,123012.XSHE,万顺转债,510.0,95.446,91.1731,48677.46
2018-11-06,128034.XSHE,江银转债,480.0,103.0,99.99,49440.0
2018-11-06,113016.XSHG,小康转债,500.0,97.12,97.16,48560.0
2018-11-06,128044.XSHE,岭南转债,500.0,95.8,93.851,47900.0
2018-11-06,123001.XSHE,蓝标转债,520.0,94.975,92.987,49387.0
2018-11-06,113513.XSHG,安井转债,450.0,108.32,106.5767,48744.0
2018-11-06,113516.XSHG,苏农转债,460.0,108.37,100.5,49850.2
2018-11-06,123010.XSHE,博世转债,530.0,93.46,88.5,49533.8
2018-11-06,123002.XSHE,国祯转债,450.0,108.0,100.6,48600.0
2018-11-06,113508.XSHG,新凤转债,480.0,100.6,98.2,48288.0
2018-11-06,113509.XSHG,新泉转债,490.0,99.22,98.9,48617.8
2018-11-06,128021.XSHE,兄弟转债,520.0,93.38,93.399,48557.6
2018-11-06,128025.XSHE,特一转债,510.0,95.701,95.949,48807.51
2018-11-07,128039.XSHE,三力转债,480.0,99.93,88.279,47966.4
2018-11-07,113514.XSHG,威帝转债,530.0,91.35,98.493,48415.5
2018-11-07,123013.XSHE,横河转债,530.0,91.627,91.317,48562.31
2018-11-07,128041.XSHE,盛路转债,530.0,92.11,97.8331,48818.3
2018-11-07,123011.XSHE,德尔转债,500.0,97.832,94.9,48916.0
2018-11-07,123014.XSHE,凯发转债,540.0,90.1,91.3189,48654.0
2018-11-07,113515.XSHG,高能转债,500.0,98.31,99.2974,49155.0
2018-11-07,123012.XSHE,万顺转债,510.0,95.52,91.1731,48715.2
2018-11-07,128034.XSHE,江银转债,480.0,103.7,99.99,49776.0
2018-11-07,113016.XSHG,小康转债,500.0,96.92,97.16,48460.0
2018-11-07,128044.XSHE,岭南转债,500.0,96.5,93.851,48250.0
2018-11-07,123001.XSHE,蓝标转债,520.0,95.0,92.987,49400.0
2018-11-07,113513.XSHG,安井转债,450.0,109.23,106.5767,49153.5
2018-11-07,113516.XSHG,苏农转债,460.0,107.3,100.5,49358.0
2018-11-07,123010.XSHE,博世转债,530.0,93.5,88.5,49555.0
2018-11-07,123002.XSHE,国祯转债,450.0,107.0,100.6,48150.0
2018-11-07,113508.XSHG,新凤转债,480.0,100.9,98.2,48432.0
2018-11-07,113509.XSHG,新泉转债,490.0,99.48,98.9,48745.2
2018-11-07,128021.XSHE,兄弟转债,520.0,94.57,93.399,49176.4
2018-11-07,128025.XSHE,特一转债,510.0,95.253,95.949,48579.03
2018-11-08,128039.XSHE,三力转债,480.0,100.42,88.279,48201.6
2018-11-08,113514.XSHG,威帝转债,530.0,91.91,98.493,48712.3
2018-11-08,123013.XSHE,横河转债,530.0,91.6,91.317,48548.0
2018-11-08,128041.XSHE,盛路转债,530.0,91.7,97.8331,48601.0
2018-11-08,123011.XSHE,德尔转债,500.0,97.201,94.9,48600.5
2018-11-08,123014.XSHE,凯发转债,540.0,89.79,91.3189,48486.6
2018-11-08,113515.XSHG,高能转债,500.0,98.17,99.2974,49085.0
2018-11-08,123012.XSHE,万顺转债,510.0,94.49,91.1731,48189.9
2018-11-08,128034.XSHE,江银转债,480.0,102.662,99.99,49277.76
2018-11-08,113016.XSHG,小康转债,500.0,96.21,97.16,48105.0
2018-11-08,128044.XSHE,岭南转债,500.0,96.353,93.851,48176.5
2018-11-08,123001.XSHE,蓝标转债,520.0,94.901,92.987,49348.52
2018-11-08,113513.XSHG,安井转债,450.0,109.32,106.5767,49194.0
